报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),150447,94781,39543,170105,123472,79149,35250,141019,66919,99278,41388,70002,30223,65480,57853,48029,
营业收入(万元),150447,94781,39543,170105,123472,79149,35250,141019,66919,99278,41388,70002,30223,65480,57853,48029,
利息收入(万元),,,,,,0,,,,,,,,,,,
已赚保费(万元),,,,,,0,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,0,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),136246,86669,36818,153578,109992,70491,32717,132603,64579,88120,35182,62944,27186,60948,52324,43933,
营业成本(万元),123656,77845,32232,140213,100615,63618,28453,117400,57174,77408,31307,56488,24116,53935,48052,40406,
利息支出(万元),,,,,,0,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,0,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),6165,3740,1428,4981,3691,2451,981,4510,,3114,,2377,,,,,
退保金(万元),,,,,,0,,,,,,,,,,,
赔付支出净额(万元),,,,,,0,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,0,,,,,,,,,,,
保单红利支出(万元),,,,,,0,,,,,,,,,,,
分保费用(万元),,,,,,0,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),530,401,232,617,395,260,106,452,192,137,23,87,39,52,26,6,
销售费用(万元),4077,2910,1253,4778,3538,2256,1050,4981,2178,4049,1551,2357,1084,2094,1782,1138,
管理费用(万元),2129,1417,729,2516,1818,1167,607,2477,3436,2250,2174,1585,1746,4101,3290,2366,
财务费用(万元),-310,356,772,-31,-454,398,1385,2383,860,-336,-19,-175,211,750,-795,-30,
资产减值损失(万元),,,185,505,388,341,135,399,739,1499,147,225,-9,15,-30,48,
公允价值变动收益(万元),-2121,-36,-115,-47,-43,-2022,-48,47,,,,-82,101,-557,,,
投资收益(万元),-229,-68,32,-2514,-2409,-238,43,46,6,43,29,313,268,349,,,
对联营企业和合营企业的投资收益(万元),,,,,,0,,,,,,,,,,,
汇兑收益(万元),,,,,,0,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),12313,8035,2776,15081,12059,7066,2580,9133,2784,10765,6235,7287,3406,4324,5529,4096,
营业外收入(万元),261,254,203,54,17,16,6,463,10,734,405,432,240,813,579,9,
营业外支出(万元),5,1,0,11,6,1,1,57,20,118,22,10,1,20,207,15,
非流动资产处置损失(万元),,,,,,,,,8,,5,,,,148,,
利润总额(万元),12570,8289,2979,15124,12070,7081,2585,9539,2774,11381,6619,7709,3645,5117,5901,4090,
所得税费用(万元),1805,1121,373,1987,1575,982,332,1385,532,1799,1040,1125,496,741,886,544,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),10765,7168,2606,13138,10495,6099,2253,8154,2242,9582,5578,6585,3149,4376,5015,3546,
归属于母公司所有者的净利润(万元),10765,7168,2606,13138,10495,6099,2253,8154,2242,9582,5578,6585,3149,4376,5015,3546,
被合并方在合并前实现净利润(万元),,,,,,0,,,,,,,,,1216,-86,
少数股东损益(万元),,,,,,0,,,,,,,,,,,
基本每股收益,0.7,0.49,0.21,1.05,0.84,0.49,0.18,0.65,0.18,0.88,0.53,0.63,0.3,0.42,0.89,0.71,
稀释每股收益,0.7,0.49,0.21,1.05,0.84,0.49,0.18,0.65,0.18,0.88,0.53,0.63,0.3,0.42,0.89,0.71,
