报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),272028,172489,84593,397656,281919,181578,88475,385343,266341,172265,94052,336389,232821,144709,78199,278263,192419,131687,69354,240087,207243,169184,148808,
营业收入(万元),272028,172489,84593,397656,281919,181578,88475,385343,266341,172265,94052,336389,232821,144709,78199,278263,192419,131687,69354,240087,207243,169184,148808,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),208935,134392,64596,294316,205738,133420,66289,280053,191029,125819,68203,257494,178567,113025,59525,215198,149152,100696,53700,193553,170982,144200,129952,
营业成本(万元),166010,105916,52014,242210,170271,110124,54969,233810,160195,104679,57295,208791,143177,89709,48548,176437,121457,83315,43997,155830,136591,112958,100092,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),4937,3080,1605,5289,3370,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1932,1099,886,3217,2570,1694,1123,3928,2912,1772,1101,3015,1597,967,758,1420,772,610,457,1029,718,739,577,
销售费用(万元),27502,18954,7932,34666,23485,15466,7345,29420,19424,13390,6541,34358,26050,17078,7798,28468,21438,13410,7679,29871,27012,24407,23892,
管理费用(万元),8861,5506,2588,10463,7289,7049,3235,14254,9705,6611,3668,11734,8264,5344,2339,8994,5571,3378,1611,7147,6918,6033,5520,
财务费用(万元),-306,-163,-92,-1536,-1367,-946,-399,-1374,-1222,-864,-403,-1028,-634,-178,-25,-155,-117,-68,-37,-364,-275,-109,-121,
资产减值损失(万元),,,,8,119,32,18,15,15,230,,623,113,106,107,34,31,51,-7,40,18,173,-7,
公允价值变动收益(万元),690,531,448,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),1312,1087,482,4314,2823,1628,702,2079,1293,920,364,1321,911,520,268,600,474,402,244,560,393,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),65225,39880,20961,108432,79168,49928,22973,107774,76682,47411,26213,80217,55166,32204,18941,63665,43741,31393,15898,47094,36655,24983,18856,
营业外收入(万元),4899,4614,692,3988,3509,3163,301,4121,3808,3566,532,1362,930,666,403,2941,2435,615,224,2333,1999,972,459,
营业外支出(万元),31,31,31,39,30,16,2,144,142,101,1,37,21,10,1,52,12,12,5,29,43,25,176,
非流动资产处置损失(万元),,,,,,13,,,1,1,1,20,4,4,0,27,12,12,5,25,13,21,56,
利润总额(万元),70093,44463,21622,112382,82648,53075,23271,111750,80348,50876,26744,81542,56075,32860,19343,66554,46164,31996,16118,49398,38610,25931,19140,
所得税费用(万元),17178,10870,5326,28016,20635,13281,5830,28216,20362,12977,6699,20219,14059,8239,4842,16383,11478,7930,3955,12326,9552,6442,4735,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),52915,33593,16297,84366,62013,39794,17442,83535,59985,37899,20045,61323,42016,24622,14502,50171,34686,24066,12163,37072,29058,19488,14405,
归属于母公司所有者的净利润(万元),53036,33674,16339,84490,62066,39817,17442,83535,59985,37899,20045,61323,42016,24622,14502,50171,34686,24066,12163,37072,29058,19488,14405,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,1167,
少数股东损益(万元),-121,-81,-42,-124,-53,-23,,,,,,,,,,,,,,,,,,
基本每股收益,1.22,0.77,0.38,1.94,1.42,0.91,0.4,1.92,1.38,0.87,0.46,1.46,1.01,0.61,0.37,1.28,0.88,0.61,0.31,0.95,0.74,0.55,,
稀释每股收益,1.22,0.77,0.38,1.94,1.42,0.91,0.4,1.92,1.38,0.87,0.46,1.46,1.01,0.61,0.37,1.28,0.88,0.61,0.31,0.95,0.74,0.55,,
