报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),54759,35808,19283,84958,64131,41845,18497,83429,60057,38628,15486,68757,47514,31692,13595,67623,34071,79856,75512,65734,
营业收入(万元),54759,35808,19283,84958,64131,41845,18497,83429,60057,38628,15486,68757,47514,31692,13595,67623,34071,79856,75512,65734,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),52607,34470,18664,80433,60023,39221,17169,77024,54892,35468,14720,64898,45437,30432,13576,65805,32885,76781,71652,63251,
营业成本(万元),44924,29215,15946,69319,52578,34401,15032,65672,47035,30192,11962,54441,37720,25132,11076,54863,27338,64481,60693,53968,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2084,1434,766,3292,2362,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),586,402,300,806,624,439,187,849,609,397,143,675,424,187,104,499,258,502,377,399,
销售费用(万元),1018,708,277,1351,966,601,238,1630,921,556,251,1346,982,679,268,1698,924,2481,2117,1480,
管理费用(万元),2701,1782,851,3475,2508,2926,1409,6417,4609,3102,1755,5915,4331,2976,1456,6132,2940,5931,5316,4611,
财务费用(万元),1294,930,524,1464,740,693,501,1989,1415,922,473,2021,1670,1148,567,2314,1346,2822,2636,1848,
资产减值损失(万元),,,,726,245,161,-198,466,302,299,135,500,310,310,105,299,79,565,512,945,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,-21,,,,
投资收益(万元),47,47,,194,43,43,,31,,,,,,,,15,,,,-2,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),2184,1315,669,5120,4243,2739,1335,6804,5288,3274,766,3859,2077,1260,19,1833,1165,3075,3861,2481,
营业外收入(万元),43,38,0,12,189,164,28,600,693,672,27,785,632,560,8,919,206,554,500,266,
营业外支出(万元),6,3,,21,1,,0,244,260,223,3,12,6,3,1,15,,307,666,72,
非流动资产处置损失(万元),,,,,,,,,17,0,,4,5,,,1,,18,,,
利润总额(万元),2221,1350,669,5111,4430,2904,1364,7160,5721,3722,791,4632,2704,1817,26,2736,1371,3322,3694,2676,
所得税费用(万元),370,222,110,703,987,645,286,1468,1508,1125,341,681,352,264,13,480,279,478,645,440,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),1851,1128,559,4408,3444,2258,1077,5692,4213,2598,450,3951,2351,1554,14,2256,1093,2844,3049,2235,
归属于母公司所有者的净利润(万元),1851,1128,559,4408,3444,2258,1077,5692,4213,2598,450,3951,2351,1554,14,2256,1093,2311,2326,1802,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,533,722,433,
基本每股收益,0.1,0.06,0.03,0.24,0.19,0.13,0.11,0.61,0.42,0.26,0.04,0.53,0.31,0.21,0,0.3,0.15,0.31,0.31,0.24,
稀释每股收益,0.1,0.06,0.03,0.24,0.19,0.13,0.11,0.61,0.42,0.26,0.04,0.53,0.31,0.21,0,0.3,0.15,0.31,0.31,0.24,
