报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),128853,76132,29383,194015,148229,99269,51944,233915,206580,165438,135126,144284,
营业收入(万元),128853,76132,29383,194015,148229,99269,51944,233915,206580,165438,135126,144284,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),113616,67506,26946,172397,132942,89052,47020,213750,180966,146131,125530,141624,
营业成本(万元),100755,59835,23195,156789,121080,81418,43083,197790,165181,130192,113132,130801,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),512,221,75,627,482,302,161,814,853,743,565,1092,
销售费用(万元),9554,6130,3064,11854,8998,5846,3097,11503,11510,11631,8328,6316,
管理费用(万元),2579,1170,403,2127,1645,1006,443,2418,2655,2636,2241,1802,
财务费用(万元),216,150,209,1000,737,480,238,1226,904,731,1322,1516,
资产减值损失(万元),,,,,,,,,-137,198,-58,97,
公允价值变动收益(万元),,,,,,,,,,,,,
投资收益(万元),519,145,13,8,3,,,225,14,26,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),15769,8778,2452,21597,15303,10202,4906,20587,25707,19333,9596,2660,
营业外收入(万元),481,0,2,80,6,6,6,362,102,11,26,55,
营业外支出(万元),0,0,,29,8,3,3,13,93,71,192,220,
非流动资产处置损失(万元),,,,,,,,,,,28,0,
利润总额(万元),16250,8778,2454,21648,15301,10205,4909,20936,25716,19273,9431,2496,
所得税费用(万元),4137,2209,578,5476,3936,2627,1267,5325,6504,4966,2629,983,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),12113,6570,1875,16172,11365,7577,3642,15611,19212,14307,6802,1513,
归属于母公司所有者的净利润(万元),12113,6572,1876,16174,11370,7582,3641,15603,19184,14337,6799,1421,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),1,-2,-1,-2,-5,-4,1,8,28,-30,2,92,
基本每股收益,0.99,0.56,0.19,1.62,1.14,0.76,0.36,1.56,1.92,1.43,0.68,0.14,
稀释每股收益,0.99,0.56,0.19,1.62,1.14,0.76,0.36,1.56,1.92,1.43,0.68,0.14,
