报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),48499,26248,12105,45842,33016,17374,7723,31163,22238,11956,5796,23502,16897,9637,4377,17624,13104,12988,9101,6839,
营业收入(万元),48499,26248,12105,45842,33016,17374,7723,31163,22238,11956,5796,23502,16897,9637,4377,17624,13104,12988,9101,6839,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),24810,15048,7301,24296,15776,9068,4099,14931,9936,5462,2745,11098,7496,4713,2269,8189,5819,6248,6141,3486,
营业成本(万元),9704,5761,2669,10093,7047,4116,1952,7413,5323,3027,1348,6092,3820,2355,1042,4060,2918,2969,1856,1644,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),1068,683,271,1284,796,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),620,336,138,635,459,228,132,436,299,138,45,354,238,142,61,247,183,202,148,97,
销售费用(万元),9027,5580,2466,7496,4673,2640,1107,4140,2807,1521,904,2897,2195,1411,780,2309,1575,1862,1485,1135,
管理费用(万元),4433,2738,1705,4715,2715,2098,910,2912,1458,785,438,1674,1169,746,384,1489,1041,1209,2676,543,
财务费用(万元),-42,-50,-22,-105,-60,-60,-52,-133,-75,-59,-20,11,12,11,2,15,5,-2,-5,-4,
资产减值损失(万元),,,75,179,146,46,50,163,124,49,30,71,63,48,1,70,97,8,-19,70,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,-110,110,
投资收益(万元),2860,1852,861,2524,1923,1285,483,1276,748,305,85,742,487,377,115,702,395,525,370,23,
对联营企业和合营企业的投资收益(万元),25,-39,-7,-79,-55,-55,-36,-231,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),26798,13320,5774,24529,19611,9803,4178,17901,13427,6964,3136,13145,9888,5301,2224,10136,7680,7265,3220,3486,
营业外收入(万元),160,105,1,76,7,1,0,2,1,,107,458,394,309,30,400,154,311,118,28,
营业外支出(万元),203,201,100,14,1,1,0,11,11,1,,4,1,1,,14,9,30,3,0,
非流动资产处置损失(万元),,,,,,,,,,,,3,1,1,,5,,,,0,
利润总额(万元),26756,13224,5675,24590,19617,9803,4179,17891,13418,6964,3243,13600,10281,5609,2254,10521,7825,7546,3335,3513,
所得税费用(万元),4449,2328,1000,3613,3055,1521,641,3032,2137,1132,587,2211,1688,1429,394,1686,1264,1252,855,505,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),22307,10896,4675,20977,16561,8282,3537,14859,11281,5832,2656,11389,8592,4180,1859,8835,6562,6294,2480,3008,
归属于母公司所有者的净利润(万元),22936,11662,5050,21624,16548,8345,3562,15086,11278,5844,2697,11404,8705,4293,1906,8870,6595,6377,2480,3008,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-629,-766,-375,-647,13,-63,-24,-227,3,-12,-41,-15,-112,-113,-47,-35,-33,-83,,,
基本每股收益,0.58,0.29,0.23,0.98,0.75,0.38,0.29,1.26,0.95,0.5,0.43,2.24,1.71,0.84,0.37,1.74,,1.25,0.49,,
稀释每股收益,0.57,0.29,0.23,0.98,0.75,0.38,0.29,1.26,0.95,0.5,0.43,2.24,1.71,0.84,0.37,1.74,,1.25,0.49,,
