报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),26857,16534,8307,34173,24572,15590,6238,24987,18606,11385,4896,18305,13229,7695,3713,14846,12714,11200,
营业收入(万元),26857,16534,8307,34173,24572,15590,6238,24987,18606,11385,4896,18305,13229,7695,3713,14846,12714,11200,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),19078,12392,5827,25270,17898,11459,4484,17834,13187,8008,3546,13427,9941,5541,2427,10740,9286,7693,
营业成本(万元),12885,7990,3926,16350,11586,7347,2938,11998,9164,5513,2412,9320,6840,3865,1513,7506,6169,5523,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),1485,953,350,1800,1062,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),138,108,85,211,116,68,28,119,77,49,22,115,58,31,10,106,55,66,
销售费用(万元),1439,881,382,1850,1386,823,439,1470,833,590,319,988,697,405,171,752,544,447,
管理费用(万元),3108,1989,901,3659,3041,2947,994,3507,2840,1646,724,2514,2015,1141,637,2183,2441,1501,
财务费用(万元),23,3,-3,22,25,-10,0,34,62,59,13,12,1,-4,2,-6,52,-35,
资产减值损失(万元),,,185,1377,683,283,85,706,211,151,57,478,331,102,94,200,25,190,
公允价值变动收益(万元),,,,,,,,,,,,,,,,-11,31,57,
投资收益(万元),9,-22,-7,336,244,257,101,-28,,,,,,,,70,131,2,
对联营企业和合营企业的投资收益(万元),,-154,-59,-154,,,,-31,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),7328,4637,2512,9645,7240,4631,1999,7381,5535,3377,1350,4878,3288,2154,1286,4165,3591,3564,
营业外收入(万元),1,1,,14,2,1,19,44,122,77,74,297,197,68,13,12,36,107,
营业外支出(万元),5,0,,21,4,4,,0,0,0,0,2,0,0,,4,3,2,
非流动资产处置损失(万元),,,,,,,,,,,0,1,,,,0,3,,
利润总额(万元),7324,4638,2512,9638,7237,4628,2018,7424,5656,3453,1423,5173,3485,2222,1299,4172,3624,3670,
所得税费用(万元),754,632,399,1278,1060,718,302,1199,1286,852,386,1091,706,494,471,863,1073,826,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),6570,4005,2112,8361,6177,3910,1716,6225,4371,2602,1037,4083,2779,1728,828,3309,2551,2844,
归属于母公司所有者的净利润(万元),6570,4005,2112,8361,6177,3910,1716,6225,4371,2602,1037,4083,2779,1728,828,3309,2551,2844,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,437,1395,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
基本每股收益,0.62,0.38,0.2,0.79,0.59,0.37,0.41,1.69,1.23,0.81,0.33,1.29,0.88,0.55,0.26,1.07,,,
稀释每股收益,0.62,0.38,0.2,0.79,0.59,0.37,0.41,1.69,1.23,0.81,0.33,1.29,0.88,0.55,0.26,1.07,,,
