报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),72752,53295,26678,96139,61821,34114,13687,78264,62525,36956,10825,70290,51938,27878,5372,59673,52364,45384,39778,39029,
营业收入(万元),72752,53295,26678,96139,61821,34114,13687,78264,62525,36956,10825,70290,51938,27878,5372,59673,52364,45384,39778,39029,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),67155,48882,26139,94499,60456,33182,13476,73069,57488,34291,9557,62972,46022,26756,6026,53932,47365,40746,34302,29224,
营业成本(万元),49411,37558,19483,71383,45156,24456,9261,58895,48289,29259,7866,50591,37649,21191,3403,43117,35749,29462,25180,18796,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),1069,693,282,1214,834,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),260,221,165,378,159,147,59,652,507,325,113,448,302,185,86,330,223,292,110,224,
销售费用(万元),5013,3162,1292,5639,4045,2156,1076,3768,2721,1767,781,3659,2501,1928,1010,4266,4994,4210,3768,3221,
管理费用(万元),5665,3738,1873,6740,4627,3050,1754,6353,4137,2671,1354,6202,4324,2390,1511,7365,6223,4697,4840,6204,
财务费用(万元),5737,3508,2245,6270,3870,3116,1224,1600,441,-20,-242,186,76,1,-27,-361,32,449,-253,326,
资产减值损失(万元),,,801,2875,1766,258,103,1800,1392,289,-315,1887,1170,1061,43,-785,145,1637,657,454,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,
投资收益(万元),167,102,48,297,244,176,91,220,218,137,33,99,-3,-84,37,2650,116,,,,
对联营企业和合营企业的投资收益(万元),141,81,41,195,126,103,38,166,193,,,214,164,,,557,116,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),782,2162,595,2449,2041,1382,477,5988,5255,2803,1301,7416,5912,1039,-617,8391,5115,4638,5476,9805,
营业外收入(万元),42,0,1,84,64,64,63,140,489,230,58,327,163,124,13,92,332,398,966,719,
营业外支出(万元),8,7,1,68,55,2,1,38,40,22,2,351,19,96,5,1143,53,52,203,2,
非流动资产处置损失(万元),,,,,,,,,1,,,3,2,,,16,0,14,5,1,
利润总额(万元),816,2155,595,2465,2050,1444,538,6090,5704,3011,1356,7392,6057,1066,-609,7340,5394,4984,6240,10523,
所得税费用(万元),-3,385,344,-511,306,194,43,810,568,460,34,1368,1159,141,-41,679,943,978,1221,2481,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),818,1770,251,2976,1745,1250,495,5280,5136,2551,1322,6024,4897,925,-568,6660,4451,4006,5019,8043,
归属于母公司所有者的净利润(万元),596,1690,113,2487,1319,864,273,4912,4804,2408,1087,5775,4874,931,-571,6633,4445,4006,5019,8043,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),223,80,138,489,426,386,222,368,333,143,235,249,23,-6,3,27,6,,,,
基本每股收益,0.02,0.06,0,0.09,0.05,0.03,0.01,0.18,0.18,0.09,0.04,0.28,0.24,0.05,-0.03,0.32,0.22,0.2,0.45,0.8,
稀释每股收益,,,,,,,,,,0.09,,,,0.05,,,,,0.45,0.8,
