报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),33291,23151,10840,43140,33733,21858,9907,31221,21970,14292,7292,24774,17484,11761,6453,21003,15689,10094,12344,
营业收入(万元),33291,23151,10840,43140,33733,21858,9907,31221,21970,14292,7292,24774,17484,11761,6453,21003,15689,10094,12344,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),27005,17913,8915,34119,25712,17163,8227,24544,16322,10941,5617,18963,12748,8701,,15990,12743,8240,8985,
营业成本(万元),13711,8822,4229,18896,14840,10137,5081,14181,9375,6101,3170,11145,7608,5139,,9601,7705,4414,5358,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),7700,5208,2681,7718,5690,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),290,223,152,542,425,334,46,311,253,183,130,266,185,125,,204,118,143,111,
销售费用(万元),1700,1085,551,1460,974,598,264,987,630,391,179,898,627,474,,686,473,338,286,
管理费用(万元),4063,2798,1464,4966,3300,5546,2810,8380,5728,3934,2113,6322,4104,2782,,5298,3993,3165,3058,
财务费用(万元),-459,-223,-171,-283,-85,-11,1,-43,-47,-28,26,24,25,-7,,-2,28,41,121,
资产减值损失(万元),,,9,819,566,559,26,727,383,360,-1,306,200,188,,203,425,139,51,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,38,
投资收益(万元),207,116,10,456,369,251,60,260,53,-20,-4,39,27,21,,70,38,-42,0,
对联营企业和合营企业的投资收益(万元),106,16,-1,108,22,-11,-4,23,-1,-20,-4,39,27,21,,70,38,-42,-14,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),7836,5993,2824,11358,9428,5435,2106,7879,6467,3973,1671,5851,4763,3081,1632,5082,2985,1813,3397,
营业外收入(万元),4,2,1,0,95,95,55,452,23,23,365,636,244,227,,738,637,903,604,
营业外支出(万元),18,18,15,22,1,,,8,3,0,,8,0,0,,1,4,19,,
非流动资产处置损失(万元),,,,,,,,,,,,2,,,,1,2,,,
利润总额(万元),7822,5978,2810,11336,9522,5530,2160,8322,6487,3996,2036,6479,5007,3307,1795,5820,3618,2697,4001,
所得税费用(万元),1138,1036,403,1035,1367,957,302,822,932,605,274,276,353,202,,687,384,96,371,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),6684,4942,2408,10301,8155,4572,1859,7501,5555,3391,1762,6202,4654,3105,1590,5133,3234,2601,3630,
归属于母公司所有者的净利润(万元),7144,5223,2514,10517,8265,4608,1896,7524,5555,3391,1762,6202,4654,3105,1590,5133,3234,2601,3628,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-460,-281,-106,-215,-110,-36,-38,-23,,,,,,,,,,,2,
基本每股收益,0.35,0.37,0.18,0.75,0.59,0.33,0.19,0.86,0.67,0.45,0.94,0.83,0.62,0.41,,0.68,0.46,2.6,4.19,
稀释每股收益,0.35,0.37,0.18,0.74,0.59,0.33,0.19,0.86,0.67,0.45,0.94,0.83,0.62,0.41,,0.68,0.46,2.6,4.19,
