报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),18546,11745,6576,31338,22465,15656,5720,39249,27939,18989,7446,45275,35278,28875,19250,18869,19108,
营业收入(万元),18546,11745,6576,31338,22465,15656,5720,39249,27939,18989,7446,45275,35278,28875,19250,18869,19108,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),19936,12835,7509,29671,20892,13670,5015,34138,22549,14733,6146,42172,33284,26072,16704,17164,18709,
营业成本(万元),14988,9633,5933,22727,16719,11059,3860,27489,18965,12218,4782,34620,28557,20714,12948,12922,14700,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),1258,749,353,1189,649,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),78,53,32,160,125,85,30,176,122,84,37,222,149,124,98,491,870,
销售费用(万元),1146,746,320,1732,1020,639,259,2260,1148,884,357,1927,1291,1895,1264,903,975,
管理费用(万元),2549,1730,844,3434,2448,1929,906,4029,2728,1929,999,3979,2925,3203,2342,1987,2114,
财务费用(万元),-83,-76,-27,-280,-219,-144,-16,-58,-31,-17,-9,-8,-3,-9,-21,-77,20,
资产减值损失(万元),,,53,711,151,101,-25,242,-383,-365,-20,1432,365,146,73,939,30,
公允价值变动收益(万元),,,,,10,61,,,,,,,,,,,,
投资收益(万元),-18,-24,-2,184,156,80,23,162,54,,,82,82,145,266,,,
对联营企业和合营企业的投资收益(万元),-25,-31,-2,-5,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),-1252,-1107,-873,2582,2070,2376,830,6447,5444,4257,1384,3186,2076,2947,2812,1705,400,
营业外收入(万元),152,102,,157,2,,,212,262,162,0,904,351,844,796,583,271,
营业外支出(万元),65,53,3,0,0,0,0,284,,,,50,35,8,21,17,32,
非流动资产处置损失(万元),,,,,,,,,,,,15,,8,19,17,30,
利润总额(万元),-1165,-1058,-876,2738,2071,2376,830,6375,5706,4418,1384,4040,2393,3783,3587,2271,638,
所得税费用(万元),,,,,,,,,,,,35,35,-26,-8,22,199,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),-1165,-1058,-876,2738,2071,2376,830,6375,5706,4418,1384,4005,2358,3809,3595,2250,439,
归属于母公司所有者的净利润(万元),-1165,-1058,-863,2738,2071,2376,830,6375,5706,4418,1384,4005,2358,3809,3595,2250,439,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,-13,,,,,,,,,,,,,,,
基本每股收益,-0.09,-0.08,-0.09,0.27,0.21,0.24,0.08,0.76,0.73,0.59,0.18,0.53,0.31,0.51,0.48,0.3,,
稀释每股收益,-0.09,-0.08,-0.09,0.27,0.21,0.24,0.08,0.76,0.73,0.59,0.18,0.53,0.31,0.51,0.48,0.3,,
