报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),953531,551002,220304,1150939,819692,484541,190623,971018,690348,387482,144875,713413,503180,287679,120240,560709,475108,190430,399522,287874,221992,
营业收入(万元),953531,551002,220304,1150939,819692,484541,190623,971018,690348,387482,144875,713413,503180,287679,120240,560709,475108,190430,399522,287874,221992,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),800804,479800,211345,976967,685177,423386,183096,830447,586515,344073,137932,606675,421772,253061,115090,507700,432062,178656,369287,264212,211835,
营业成本(万元),594602,343710,144908,709264,509153,304153,125984,635781,447439,255267,99961,452681,314118,183657,79222,383262,340976,136158,280215,204850,162365,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),43199,26627,11957,63217,31544,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),6147,4115,1618,10642,6909,4211,1543,9527,6662,3448,1278,7132,4183,2307,817,4604,3377,1357,3374,1596,1406,
销售费用(万元),92498,61636,30398,117719,83450,56440,26783,94717,73494,47487,19549,81591,58201,35630,20526,66552,46245,20874,40155,32174,29725,
管理费用(万元),64730,42942,20987,77234,55371,57872,28778,89098,59690,38379,17093,65304,45064,31101,14273,52974,40139,18903,42538,22384,16779,
财务费用(万元),-373,771,648,-3184,-2321,-213,-274,279,-779,-514,51,-948,-218,-48,251,1,1364,1205,2530,3051,1259,
资产减值损失(万元),,,829,2076,1071,923,281,1045,8,7,,916,424,413,1,307,-38,158,476,158,302,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),3267,1754,844,5738,4367,2974,1466,3626,20,20,,35,20,20,,28,25,25,878,97,14,
对联营企业和合营企业的投资收益(万元),-332,-184,,-0,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),160341,73765,10488,182150,141101,65318,9140,151305,108136,43430,6944,106773,81428,34639,5150,53037,43071,11799,31112,23759,10171,
营业外收入(万元),2368,1100,482,1400,1055,516,116,2178,1901,4766,285,5816,2734,2674,299,4730,2293,925,1178,1109,378,
营业外支出(万元),530,266,44,693,519,381,286,198,128,81,116,404,237,211,3,648,387,153,310,167,142,
非流动资产处置损失(万元),,,,,,,,,,86,66,185,,137,185,348,0,,1,105,,
利润总额(万元),162179,74598,10926,182857,141636,65453,8971,153285,109910,48115,7113,112185,83925,37101,5445,57119,44978,12571,31980,24701,10407,
所得税费用(万元),24362,11324,1721,25671,21615,10448,1615,23352,15522,6758,1607,17845,13018,6241,1302,8830,6438,2280,7327,3813,1591,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),137817,63275,9205,157186,120021,55004,7356,129932,94388,41356,5506,94341,70907,30861,4143,48290,38540,10291,24653,20888,8816,
归属于母公司所有者的净利润(万元),137817,63275,9205,157186,120021,55004,7356,130013,94453,41409,5552,94956,71464,31037,4165,48849,38532,10285,23950,19383,8128,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,0,0,,-81,-65,-53,-46,-615,-557,-177,-22,-559,8,6,704,1505,688,
基本每股收益,3.28,1.51,0.22,3.77,2.85,1.31,0.18,3.21,2.34,1.05,0.14,2.54,1.91,0.83,0.11,1.31,1.03,0.28,0.74,,,
稀释每股收益,3.27,1.5,0.22,3.77,2.84,1.3,0.15,3.2,2.22,1.05,0.14,2.54,1.86,0.83,0.1,1.31,1.03,0.28,0.74,,,
