报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),60782,38509,17177,76335,53604,34310,16092,68429,52320,33266,15953,67631,49190,30138,12490,63175,45818,29237,51811,10972,46188,48303,38613,
营业收入(万元),60782,38509,17177,76335,53604,34310,16092,68429,52320,33266,15953,67631,49190,30138,12490,63175,45818,29237,51811,10972,46188,48303,38613,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),54197,34304,15625,70241,48385,31101,14641,62711,47635,30126,14267,61723,44718,27335,11043,57162,41544,,47164,9973,41942,43441,34168,
营业成本(万元),50449,31585,14124,65229,45135,28774,13177,56841,43256,27483,13073,56648,41020,25120,9989,51849,37563,,41545,8696,35224,37777,30138,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),149,82,43,193,149,92,39,190,130,85,48,133,11,2,2,74,55,,73,27,51,112,42,
销售费用(万元),2485,1647,789,2979,2245,1426,671,3418,2488,1566,814,3318,2422,1452,656,3334,2420,,3529,825,4007,3558,2658,
管理费用(万元),1241,778,363,1825,1310,893,453,1527,1081,722,348,1561,1021,663,311,1377,1029,,1267,282,1312,1426,851,
财务费用(万元),-126,212,416,-320,-514,-73,509,747,561,299,83,-109,279,189,249,175,221,,771,125,1129,539,355,
资产减值损失(万元),,,-109,335,60,-12,-208,-13,119,-28,-100,173,-35,-91,-164,352,256,,-21,18,219,29,124,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,-192,,-56,45,
投资收益(万元),34,28,18,354,304,172,75,497,365,208,95,7,,,,33,32,,-90,,,99,84,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,33,32,,32,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),6420,4162,1594,6540,5604,3452,1588,6324,5050,3348,1781,5915,4472,2803,1447,6046,4306,2595,4557,807,4246,4905,4574,
营业外收入(万元),0,0,,15,13,13,3,119,189,165,120,158,32,19,9,225,89,,76,1,102,15,5,
营业外支出(万元),60,50,31,122,100,100,100,27,24,8,8,12,12,0,0,16,16,,8,8,290,11,10,
非流动资产处置损失(万元),,,,,,,,,3,,3,2,2,,,0,,,0,0,28,4,,
利润总额(万元),6361,4113,1563,6433,5517,3365,1491,6417,5215,3505,1894,6062,4493,2821,1456,6255,4378,2646,4625,800,4058,4910,4569,
所得税费用(万元),,,,16,15,12,9,84,39,12,1,,,,,,,,,,,,,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),6361,4113,1563,6417,5502,3352,1482,6333,5176,3493,1892,6062,4493,2821,1456,6255,4378,2646,4625,800,4058,4910,4569,
归属于母公司所有者的净利润(万元),6361,4113,1563,6417,5502,3352,1482,6333,5176,3493,1892,6062,4493,2821,1456,6255,4378,2646,4625,800,4058,4910,4569,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),0,0,0,,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.28,0.18,0.09,0.37,0.32,0.19,0.11,0.47,0.39,0.26,0.14,0.59,0.45,0.28,0.15,0.63,0.44,,0.46,0.08,0.41,0.49,0.46,
稀释每股收益,0.28,0.18,0.09,0.37,0.32,0.19,0.11,0.47,0.39,0.26,0.14,0.59,0.45,0.28,0.15,0.63,0.44,,0.46,0.08,0.41,0.49,0.46,
