报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),20569,12748,34456,26142,16883,43699,41847,36658,
营业收入(万元),20569,12748,34456,26142,16883,43699,41847,36658,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),16841,10475,26650,20446,13353,32015,29497,26669,
营业成本(万元),12044,7749,20102,15480,10177,25292,23503,20777,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),1213,825,1782,1347,828,1556,1802,1488,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),229,151,422,290,231,657,430,394,
销售费用(万元),527,326,787,582,415,847,1007,1178,
管理费用(万元),2842,1445,3562,2751,1682,3605,2966,3004,
财务费用(万元),-13,-21,-5,-4,20,19,-214,-329,
资产减值损失(万元),,,,,,40,2,156,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),309,150,596,296,139,317,333,203,
对联营企业和合营企业的投资收益(万元),243,120,530,252,115,113,213,201,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),3985,2448,8486,6059,3740,12225,12679,10182,
营业外收入(万元),25,15,449,7,7,6,13,106,
营业外支出(万元),14,7,59,52,52,225,180,108,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),3996,2456,8876,6014,3695,12006,12511,10180,
所得税费用(万元),326,286,1070,748,481,1792,1849,1483,
未确认投资损失(万元),,,,,,,,,
净利润(万元),3670,2171,7806,5266,3214,10214,10663,8697,
归属于母公司所有者的净利润(万元),3670,2171,7806,5266,3214,10214,10663,8697,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),,,,,,,,,
基本每股收益,0.35,0.22,0.78,0.52,0.32,1.02,,,
稀释每股收益,0.35,0.22,0.78,0.52,0.32,1.02,,,
