报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),48465,28710,13466,54736,48239,28753,12186,55473,40581,25987,11251,51872,38008,24327,10000,54823,41424,27494,10218,60307,60749,55185,51670,
营业收入(万元),48465,28710,13466,54736,48239,28753,12186,55473,40581,25987,11251,51872,38008,24327,10000,54823,41424,27494,10218,60307,60749,55185,51670,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),47686,28290,13083,53793,47233,28069,11925,53835,38754,24518,10770,48407,35122,22182,9166,49521,37308,24563,9323,55143,55561,50484,47289,
营业成本(万元),40134,23517,11067,44135,40245,23921,10082,44682,32376,20399,8889,38882,28362,18057,7396,40542,30598,20285,7464,45287,45648,40942,38405,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),1531,967,400,2003,1319,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),467,315,140,564,405,196,69,471,235,153,46,386,133,95,24,306,188,145,18,410,310,249,173,
销售费用(万元),1214,791,307,1959,1350,854,360,2182,1506,949,468,2398,1686,985,416,2254,1701,1111,524,2454,2516,2210,1912,
管理费用(万元),3794,2333,893,4170,3140,2656,1186,5737,4214,2759,1279,6340,4527,2612,1101,5607,4081,2506,1123,6039,5904,5551,5464,
财务费用(万元),545,367,202,696,630,285,187,519,363,214,64,243,265,241,167,751,594,432,181,796,1092,1462,1128,
资产减值损失(万元),,,74,267,144,157,41,244,60,44,24,158,149,192,63,60,145,85,13,156,90,70,207,
公允价值变动收益(万元),-17,-17,-17,17,,,,,,,,,,,,,,,,,,,,
投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),670,353,404,1799,1286,952,347,2187,1827,1469,481,3465,2886,2145,835,5302,4116,2931,895,5164,5187,4701,4381,
营业外收入(万元),447,311,208,202,194,182,181,509,1001,730,593,899,1011,700,432,733,521,196,230,699,817,862,302,
营业外支出(万元),1,1,,60,30,21,1,7,10,4,0,529,64,1,1,137,88,87,0,90,138,169,18,
非流动资产处置损失(万元),,,,,,,,,4,2,,529,62,1,,65,16,14,,44,133,163,18,
利润总额(万元),1115,664,611,1942,1450,1113,527,2689,2819,2195,1073,3836,3833,2845,1265,5897,4549,3040,1125,5774,5866,5394,4664,
所得税费用(万元),356,245,124,250,240,161,76,286,414,314,190,724,892,663,275,1318,1047,741,238,1298,1391,686,599,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),760,419,487,1691,1211,952,452,2404,2405,1881,883,3112,2941,2182,990,4580,3502,2299,887,4475,4475,4708,4065,
归属于母公司所有者的净利润(万元),760,419,487,1691,1211,952,452,2404,2405,1881,883,3112,2941,2182,990,4580,3502,2299,887,4475,4475,4708,4065,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.03,0.02,0.02,0.08,0.05,0.04,0.02,0.11,0.11,0.09,0.04,0.15,0.15,0.11,0.05,0.28,0.21,0.14,0.05,0.27,0.27,0.28,0.26,
稀释每股收益,0.03,0.02,0.02,0.08,0.05,0.04,0.02,0.11,0.11,0.09,0.04,0.15,0.15,0.11,0.05,0.28,0.21,0.14,0.05,0.27,0.27,0.28,0.26,
