报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),66819,41648,13786,77944,56560,36645,14900,67537,32779,44863,30625,25290,
营业收入(万元),66819,41648,13786,77944,56560,36645,14900,67537,32779,44863,30625,25290,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),52978,33129,11526,64790,46204,30312,12790,57568,27663,39837,29093,25016,
营业成本(万元),44946,28184,9526,54083,39167,25562,10606,47674,22525,31106,21822,18000,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),5241,3094,1179,5400,3596,2325,1105,4904,2723,4515,3183,2829,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),202,108,44,365,240,184,37,366,159,290,282,97,
销售费用(万元),994,656,304,1528,987,697,320,1511,568,1131,825,821,
管理费用(万元),1733,1209,624,2385,1526,1037,511,2194,1087,1995,1631,1906,
财务费用(万元),-138,-123,-151,1029,687,507,211,919,381,726,1084,1062,
资产减值损失(万元),,,,,,,,,220,74,265,300,
公允价值变动收益(万元),168,97,1,6,,6,1,,,,,,
投资收益(万元),387,302,113,30,22,13,9,28,3,19,-187,22,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),15521,9390,2918,14486,11417,7198,2160,10912,5482,5873,1347,297,
营业外收入(万元),400,400,400,1,1,0,0,1,0,0,1052,1131,
营业外支出(万元),,,,6,5,0,,7,6,24,11,1,
非流动资产处置损失(万元),,,,,,,,,,,,,
利润总额(万元),15921,9790,3318,14481,11412,7198,2160,10906,5476,5850,2388,1427,
所得税费用(万元),2479,1687,610,900,980,750,250,1256,838,737,440,240,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),13442,8103,2708,13580,10432,6448,1911,9649,4638,5112,1948,1187,
归属于母公司所有者的净利润(万元),13413,8067,2707,13528,10362,6438,1909,9674,4656,5258,2095,1292,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),30,36,1,53,70,10,1,-25,-18,-146,-147,-105,
基本每股收益,0.86,0.53,0.18,1.13,0.86,0.54,0.16,0.81,0.39,0.44,0.17,0.11,
稀释每股收益,0.86,0.53,0.18,1.13,0.86,0.54,0.16,0.81,0.39,0.44,0.17,0.11,
