报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),57276,41115,18054,79234,56177,40287,17850,70317,50943,32555,13972,51212,35437,40517,18264,46734,33209,31307,
营业收入(万元),57276,41115,18054,79234,56177,40287,17850,70317,50943,32555,13972,51212,35437,40517,18264,46734,33209,31307,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),47494,34361,15456,68234,48511,35493,15668,61093,43974,28202,12036,43073,30613,34685,16069,39169,28593,26963,
营业成本(万元),39147,28106,12562,56326,40008,28575,12522,48889,35338,22480,9202,34125,24101,26732,11912,31534,23025,21908,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),2700,1841,847,3587,2599,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),466,327,144,756,604,346,151,617,463,303,121,476,267,286,190,264,165,210,
销售费用(万元),4316,3168,1003,6662,4660,3733,1128,5093,3703,2540,1331,4883,3382,4032,1898,3640,2598,2556,
管理费用(万元),2152,1495,722,2375,1832,2977,1256,5024,3419,2324,1066,3579,2639,3572,1629,3354,2497,2286,
财务费用(万元),-1286,-577,206,-1585,-1354,-323,623,923,724,287,160,-687,-324,-467,35,197,288,-219,
资产减值损失(万元),,,-28,112,161,185,-12,547,327,269,155,695,549,529,406,179,20,222,
公允价值变动收益(万元),-15,123,201,-96,-256,,,,-26,-26,,,,,,,,,
投资收益(万元),165,112,63,312,423,232,171,124,107,84,42,-4,-1,13,13,39,,,
对联营企业和合营企业的投资收益(万元),10,39,38,-71,-51,-20,62,25,21,43,-55,-35,-44,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),10447,7245,2956,11916,8436,5260,2463,9623,7209,4534,2066,8136,4823,5845,2208,7604,4615,4344,
营业外收入(万元),21,,,21,7,7,,89,24,6,,592,359,452,232,328,365,732,
营业外支出(万元),0,0,,428,327,200,100,56,39,34,21,159,152,49,23,62,44,27,
非流动资产处置损失(万元),,,,,,,,,34,34,,0,0,0,0,3,2,1,
利润总额(万元),10468,7244,2956,11509,8116,5066,2363,9655,7194,4506,2045,8569,5029,6248,2417,7869,4937,5049,
所得税费用(万元),1516,1046,430,1452,1074,705,330,1304,876,578,359,1205,675,899,336,1202,726,631,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),8952,6198,2525,10057,7042,4362,2034,8351,6318,3928,1687,7364,4354,5349,2082,6667,4210,4417,
归属于母公司所有者的净利润(万元),8952,6198,2525,10057,7042,4362,2034,8351,6318,3928,1687,7364,4354,5349,2082,6667,4210,4417,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,
基本每股收益,0.34,0.23,0.09,0.38,0.27,0.16,0.1,0.52,0.41,0.26,0.11,0.48,0.28,0.35,0.14,0.44,0.28,0.29,
稀释每股收益,0.34,0.23,0.09,0.38,0.27,0.16,0.1,0.52,,0.26,0.11,0.48,,0.35,0.14,0.44,0.28,0.29,
