报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),62623,38852,17932,90766,59496,37049,17408,85723,56459,36235,15620,77865,52995,73091,69045,59716,
营业收入(万元),62623,38852,17932,90766,59496,37049,17408,85723,56459,36235,15620,77865,52995,73091,69045,59716,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),58302,37440,17955,85186,55181,35804,17196,76608,49515,31353,13764,67882,46038,64245,60335,52524,
营业成本(万元),42706,27114,12762,61791,40727,25917,12580,53618,35321,22098,9669,46109,32614,44899,43200,38376,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),4139,2450,1069,3623,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),620,442,192,1076,685,353,194,1244,843,471,244,997,389,930,710,509,
销售费用(万元),7720,5127,2293,12759,7443,5310,2314,11376,6540,4318,1788,12041,6320,10292,8385,6221,
管理费用(万元),3573,2319,1293,5309,6205,3951,1744,8859,6182,4041,2018,8713,6472,7917,6479,5435,
财务费用(万元),-457,-11,245,-104,-145,280,443,928,595,417,146,-206,48,-149,1180,1557,
资产减值损失(万元),,,102,733,265,-7,-79,583,35,9,-101,228,195,355,380,427,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),966,441,337,848,612,453,,109,,,,3,3,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),5186,1737,323,6661,4896,1705,219,9295,6960,4892,1861,9987,6960,8846,8710,7192,
营业外收入(万元),6,3,0,555,684,565,520,348,308,97,21,272,211,126,160,65,
营业外支出(万元),12,1,1,63,61,6,1,147,145,5,0,119,57,146,141,29,
非流动资产处置损失(万元),,,,,,,,,,,,102,,14,11,11,
利润总额(万元),5180,1739,323,7152,5520,2264,738,9496,7122,4984,1882,10140,7113,8827,8729,7229,
所得税费用(万元),1042,279,90,884,941,447,139,1179,1060,879,335,1621,1100,1209,1297,1141,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),4138,1460,233,6269,4579,1817,599,8317,6062,4105,1546,8519,6013,7618,7432,6088,
归属于母公司所有者的净利润(万元),4138,1460,233,6269,4579,1817,599,8317,6062,4105,1546,8519,6013,7618,7432,6088,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,-4,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
基本每股收益,0.34,0.12,0.02,0.52,0.38,0.15,0.05,0.85,0.67,0.46,0.17,0.95,0.67,0.85,,,
稀释每股收益,0.34,0.12,0.02,0.52,0.38,0.15,0.05,0.85,0.67,0.46,0.17,0.95,0.67,0.85,,,
