报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,
营业总收入(万元),218209,143648,98785,176133,121909,81012,41503,191770,153106,100506,44334,173436,134379,82208,42618,381620,293296,218640,168962,50377,94134,43550,82816,
营业收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
利息收入(万元),100981,67254,32103,105112,17207,59314,12024,108477,42868,50555,16824,92058,32035,46516,9802,117573,36299,21500,43135,16934,29240,6667,14802,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,29576,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),3642,3294,556,4195,3870,3127,91,966,414,313,99,831,707,393,158,723,530,372,832,418,630,392,429,
营业总成本(万元),104656,72304,40338,108292,78484,49793,21634,105804,72007,47117,22676,93456,66937,46603,23718,135909,101198,68607,81845,32298,67367,30162,60028,
营业成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
利息支出(万元),61757,40696,20857,88382,,44644,,51619,,21048,,45283,,26340,,69655,,,19424,7237,6643,,6138,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),3154,3060,412,3889,3661,2983,29,480,60,41,10,321,236,149,72,273,205,137,320,134,249,15,184,
营业税金及附加(万元),1884,1199,427,2363,1638,1000,331,2148,1203,813,276,5729,4675,4329,2837,22742,17789,12906,9048,2919,5579,2510,4135,
销售费用(万元),85825,55717,35629,95223,67680,44463,21473,100453,69885,46065,22413,86987,,42598,21109,112224,82859,53362,67863,28218,61490,27632,55682,
管理费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
资产减值损失(万元),,,,6817,5505,1347,-199,2723,859,197,-23,419,-306,-473,-299,670,344,2202,4613,1027,50,5,27,
公允价值变动收益(万元),25818,20490,33967,-20834,-18186,-12008,-4000,-28021,-14476,-6941,-9111,-35474,-24343,-22616,-3913,-13184,-17301,6917,7477,1084,-9903,-1144,6666,
投资收益(万元),74149,44758,29602,98321,60292,33228,13551,65638,51339,30378,14200,45179,38355,23828,7006,77665,60248,37543,31668,6239,5335,3768,15798,
对联营企业和合营企业的投资收益(万元),7179,3085,14086,15469,2624,1793,807,3778,2906,2075,890,3732,2988,2231,,4370,1399,1399,-10,-126,-534,,181,
汇兑收益(万元),79,6,-49,118,125,29,-90,-143,-107,-59,-14,147,60,45,-11,111,70,-2,5,13,-42,-23,-3,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),7176,4544,1456,9350,7212,4883,2387,6789,4684,3001,1528,5498,4304,3254,2036,5815,5187,5072,793,802,643,538,981,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),113552,71344,58447,67841,43425,31219,19870,85966,81099,53458,21658,79980,67441,35605,18900,245712,192098,150033,87117,18079,26767,13387,22788,
营业外收入(万元),172,107,90,78,103,135,87,436,435,273,209,607,471,56,16,548,210,44,892,366,1120,704,530,
营业外支出(万元),32,9,2,948,79,62,37,720,543,533,19,204,13,6,1,708,597,508,503,46,202,12,137,
非流动资产处置损失(万元),,,,,,,,,,,,,,5,,136,38,36,362,,42,,,
利润总额(万元),113692,71442,58535,66970,43449,31291,19920,85682,80992,53198,21848,80383,67900,35655,18915,245552,191711,149569,87505,18400,27685,14079,23181,
所得税费用(万元),21706,13483,7043,9185,7465,6741,3956,20461,17809,11538,5251,19942,16424,9038,4155,59039,45126,37094,18716,4439,8744,3465,6308,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),91986,57959,51492,57785,35984,24550,15964,65222,63183,41660,16597,60442,51476,26617,14759,186513,146585,112474,68789,13960,18941,10614,16873,
归属于母公司所有者的净利润(万元),87340,55814,47806,55374,35758,24497,15868,64973,60280,40647,16522,60201,51393,26617,14780,186507,146656,112474,68611,13938,18719,10543,16384,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),4646,2145,3686,2410,226,54,96,249,2903,1013,75,241,82,0,-21,6,-71,,178,22,222,71,488,
基本每股收益,0.24,0.15,0.13,0.15,0.1,0.07,0.04,0.18,0.17,0.11,0.05,0.21,0.18,0.09,0.05,0.66,,,0.24,0.05,0.07,0.04,0.06,
稀释每股收益,0.24,0.15,0.13,0.15,0.1,0.07,0.04,0.18,0.17,0.11,0.05,0.21,0.18,0.09,0.05,0.66,,,0.24,0.05,0.07,0.04,0.06,
