报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),37322,21901,9233,41200,29829,20443,8632,44921,31992,19399,8431,32170,24753,14810,7283,18161,17498,12291,5316,
营业收入(万元),37322,21901,9233,41200,29829,20443,8632,44921,31992,19399,8431,32170,24753,14810,7283,18161,17498,12291,5316,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),36156,24593,12756,37962,26131,17196,7124,34864,24197,13670,5495,20707,15135,9405,4827,14078,13296,9462,4933,
营业成本(万元),23463,14075,5802,23919,17458,11793,4909,23539,16170,9204,3334,13846,10543,6295,3135,7998,8475,5849,2488,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),10536,7983,4942,11920,7703,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),119,113,14,169,74,74,20,73,43,43,0,80,66,40,33,41,61,36,48,
销售费用(万元),770,544,368,877,608,416,111,526,415,218,107,591,213,163,57,457,527,284,70,
管理费用(万元),2746,1980,1141,3654,10326,6332,2290,9942,6956,3865,1972,7137,4638,3158,1591,5445,4276,3247,2338,
财务费用(万元),-1478,-103,560,-2633,-2375,-1435,-167,721,582,298,73,-965,-356,-260,11,-310,-58,48,-13,
资产减值损失(万元),,,-70,56,39,15,-38,64,32,42,8,19,30,10,,446,16,-2,3,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),5104,5014,247,990,594,308,51,94,49,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),6217,2335,-3276,4254,4302,3565,1558,10151,7845,5729,2937,11462,9618,5405,2456,4083,4202,2828,383,
营业外收入(万元),892,851,151,994,438,361,1,1288,771,493,13,469,335,321,210,172,81,420,1039,
营业外支出(万元),10,9,9,11,,0,,31,0,0,0,12,12,12,11,0,,,0,
非流动资产处置损失(万元),,,,,,,,,0,0,,10,10,10,9,0,,,0,
利润总额(万元),7099,3176,-3134,5237,4739,3925,1559,11408,8615,6222,2950,11919,9941,5715,2656,4254,4283,3248,1422,
所得税费用(万元),114,13,41,611,100,249,101,844,658,526,260,933,675,321,272,568,503,357,113,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),6984,3162,-3175,4626,4639,3676,1458,10564,7957,5696,2690,10986,9266,5393,2384,3687,3781,2891,1309,
归属于母公司所有者的净利润(万元),7697,3701,-2632,5450,4849,3846,1523,10606,8082,5780,2731,11184,9404,5489,2427,3736,3781,2891,1309,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-713,-539,-543,-823,-210,-170,-65,-42,-125,-84,-41,-198,-138,-96,-43,-49,,,,
基本每股收益,1.73,0.83,-0.59,1.23,1.07,0.85,0.34,2.49,1.93,1.42,0.74,3.36,2.82,1.65,0.73,1.12,1.24,0.96,0.44,
稀释每股收益,1.73,0.83,-0.59,1.23,1.07,0.85,0.34,2.49,1.93,1.42,0.74,3.36,2.82,1.65,0.73,1.12,1.24,0.96,0.44,
