报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),620483,359131,162591,721433,526834,332172,164566,593184,381405,519512,440906,324948,407367,304411,289544,
营业收入(万元),620483,359131,162591,721433,526834,332172,164566,593184,381405,519512,440906,324948,407367,304411,289544,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),498286,318401,154127,600048,435444,282322,127221,519345,363588,470758,397538,289756,375518,329927,282438,
营业成本(万元),460502,296478,145089,551934,404099,262134,117982,482114,340590,424851,369339,270367,344119,309464,267433,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),1474,723,261,1599,1043,675,303,1073,,1073,798,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),681,444,244,778,403,402,199,742,565,419,0,0,0,,30,
销售费用(万元),8016,4651,2082,9172,7150,4293,2283,7136,4495,6627,4831,3443,4081,3720,3290,
管理费用(万元),27591,16062,6449,32231,20401,12637,6300,25740,15399,24035,18807,13901,21549,11316,10100,
财务费用(万元),23,43,2,544,443,276,142,2043,1636,1091,2452,2093,4468,2736,688,
资产减值损失(万元),,,,3790,1905,1905,12,496,902,12663,1311,-48,1301,2691,896,
公允价值变动收益(万元),,,,,,,,,12,58,-58,-31,,,,
投资收益(万元),6132,3678,2015,7336,5411,2946,575,2463,766,3594,1540,1288,643,272,110,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),126325,42779,10783,128835,96741,52888,38116,79403,22902,50720,42968,36449,32492,-25244,7215,
营业外收入(万元),1401,502,33,2214,1010,1009,920,69,61,1688,972,748,4354,4956,1701,
营业外支出(万元),625,221,149,1069,97,85,18,418,1277,187,161,1565,1719,3537,1489,
非流动资产处置损失(万元),,,,,,,,,1216,,,1445,1518,1984,1264,
利润总额(万元),127101,43059,10666,129980,97655,53812,39019,79054,21686,52221,43779,35632,35126,-23824,7427,
所得税费用(万元),8,3,3,11,7,5,,,,,,,,4,199,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),127093,43056,10664,129969,97648,53807,39019,79054,21686,52221,43779,35632,35126,-23828,7229,
归属于母公司所有者的净利润(万元),127093,43056,10664,129969,97648,53807,39019,79054,21686,52221,43779,35632,35164,-23696,7247,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,-38,-133,-18,
基本每股收益,3.22,1.1,0.28,3.58,2.69,1.48,1.08,2.18,0.6,1.44,1.24,1.02,1,-0.68,0.21,
稀释每股收益,3.22,1.1,0.28,3.58,,1.48,1.08,2.18,0.6,1.44,1.24,1.02,1,-0.68,0.21,
