报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,
营业总收入(万元),84854,55460,27559,113140,85775,55389,25310,105392,79326,50582,22019,81611,57566,63261,56263,
营业收入(万元),84854,55460,27559,113140,85775,55389,25310,105392,79326,50582,22019,81611,57566,63261,56263,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),73953,48911,25546,102448,77219,51955,24376,92624,68788,43973,19298,67318,47626,56626,51172,
营业成本(万元),59969,39208,19676,80614,61552,41409,18987,72438,53825,34242,14973,53395,37589,45201,39622,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),3828,2387,1100,4555,3484,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),547,410,287,860,572,352,210,912,654,420,140,708,620,452,440,
销售费用(万元),5093,3391,1698,8552,5453,3636,1449,6667,4592,2988,1533,4689,3327,3144,2525,
管理费用(万元),4917,3323,1554,6944,5385,5696,2779,10389,7827,5198,2448,8842,6291,8052,7779,
财务费用(万元),-400,193,598,-1719,-1210,-152,594,1208,852,411,106,-895,-470,-704,518,
资产减值损失(万元),,,634,2642,1983,1014,357,1010,1038,714,97,579,268,482,287,
公允价值变动收益(万元),930,620,277,,,,0,,,,,,,,,
投资收益(万元),834,626,390,1048,1053,427,14,76,76,76,42,20,1,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),12020,7774,3090,13313,10235,4333,1228,13365,11031,6920,2874,14313,9941,6635,5092,
营业外收入(万元),163,123,74,611,548,542,21,68,38,37,36,529,388,447,401,
营业外支出(万元),51,8,0,60,6,4,2,19,24,21,3,163,17,72,27,
非流动资产处置损失(万元),,,,,,,,,17,15,,17,13,68,25,
利润总额(万元),12132,7889,3163,13863,10777,4871,1247,13414,11046,6936,2906,14679,10312,7010,5466,
所得税费用(万元),1887,1226,435,1738,1260,613,192,1728,1731,1018,459,2366,1694,1051,949,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),10245,6663,2728,12126,9517,4257,1055,11686,9314,5918,2447,12313,8618,5960,4517,
归属于母公司所有者的净利润(万元),10245,6663,2728,12126,9517,4257,1055,11686,9314,5918,2447,12313,8618,5960,4517,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,129,115,
少数股东损益(万元),,,,,,,,,,,,,,,,
基本每股收益,0.37,0.24,0.15,0.67,0.52,0.24,0.09,1.26,1.01,0.64,0.26,1.41,1,,,
稀释每股收益,0.37,0.24,0.15,0.67,0.52,0.24,0.09,1.26,1.01,0.64,0.26,1.41,1,,,
