报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),44089,28529,60117,44675,27727,11363,45900,20301,37479,18416,32521,13583,16155,14338,10936,
营业收入(万元),44089,28529,60117,44675,27727,11363,45900,20301,37479,18416,32521,13583,16155,14338,10936,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),38423,24577,51241,37658,23546,9864,39437,17259,32580,16351,28787,12100,15365,13750,10622,
营业成本(万元),34127,21883,46014,33867,20988,8822,34886,15000,29125,14401,25416,10620,12904,11755,9184,
利息支出(万元),,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),1388,891,1864,1402,866,,1413,,1213,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),303,160,475,364,241,57,439,241,379,187,229,61,66,53,12,
销售费用(万元),527,323,600,410,257,82,567,255,241,126,169,75,97,101,85,
管理费用(万元),1477,750,1316,977,683,708,1354,1372,864,939,1650,676,1243,1090,733,
财务费用(万元),601,570,905,638,434,222,730,403,673,653,1250,591,1035,754,603,
资产减值损失(万元),,,67,,77,-27,49,-12,85,45,73,77,20,-4,5,
公允价值变动收益(万元),,,,,,,,,,,,,,,,
投资收益(万元),,,,,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),6566,4230,10581,8210,4855,2052,8019,3688,4899,2064,3733,1483,790,588,314,
营业外收入(万元),3,0,382,214,194,1,292,155,1269,832,693,50,20,8,,
营业外支出(万元),50,,5,5,,,315,315,,,374,,,,,
非流动资产处置损失(万元),,,,,,,,315,,,374,,,,,
利润总额(万元),6520,4231,10958,8419,5049,2053,7996,3528,6168,2896,4053,1533,810,596,314,
所得税费用(万元),191,85,1468,1129,677,291,1114,497,836,156,532,383,212,150,81,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),6329,4146,9491,7290,4372,1762,6882,3032,5333,2740,3521,1150,598,445,233,
归属于母公司所有者的净利润(万元),6329,4146,9491,7290,4372,1762,6882,3032,5333,2740,3521,1150,598,445,233,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,
基本每股收益,0.37,0.27,0.61,0.47,0.28,0.11,0.46,0.21,0.46,0.49,0.8,0.21,0.2,0.15,0.08,
稀释每股收益,0.37,0.27,0.61,0.47,0.28,0.11,0.46,0.21,0.45,0.42,0.62,,0.2,0.15,0.08,
