报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),47052,31889,15631,59087,41205,26858,13175,75026,57699,38863,16988,77097,52156,33239,67941,54879,35599,
营业收入(万元),47052,31889,15631,59087,41205,26858,13175,75026,57699,38863,16988,77097,52156,33239,67941,54879,35599,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),40055,25866,12483,51459,35013,22633,10722,60316,45550,31152,13443,59564,41248,26493,59735,43247,26616,
营业成本(万元),7356,3911,1869,4421,2400,1506,716,3516,2626,1808,850,3559,2410,1421,3300,2711,1875,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),4209,2692,1100,2986,1855,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),310,222,94,461,271,185,88,412,289,196,87,358,186,126,264,337,304,
销售费用(万元),24868,16987,7781,36567,25758,16714,8941,49587,38875,26820,11709,50857,35434,23070,44388,36235,21886,
管理费用(万元),4020,2401,1150,3382,1940,1968,1004,4603,3272,2046,996,4838,2977,1689,4576,3002,2056,
财务费用(万元),-708,-347,-124,-677,-565,-388,-176,-819,-655,-364,-165,-718,-339,-358,-137,-71,-147,
资产减值损失(万元),,,613,4319,3354,2647,148,3017,1144,646,-34,669,579,545,7345,1033,642,
公允价值变动收益(万元),-38,-80,-47,-145,,,,,,,,,,,,,,
投资收益(万元),2441,1849,470,2646,2277,1063,285,770,285,285,,656,366,366,1248,1235,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),8378,7250,3602,10525,8564,5350,2770,15645,12434,7996,3545,18189,11273,7112,9454,12868,8983,
营业外收入(万元),10,4,3,42,105,42,1,951,148,92,53,282,150,112,321,102,131,
营业外支出(万元),231,209,123,61,82,21,24,13,10,10,10,62,40,17,48,121,43,
非流动资产处置损失(万元),,,,,,,,,,0,,1,,1,1,1,4,
利润总额(万元),8157,7045,3482,10505,8588,5371,2747,16584,12572,8077,3588,18408,11384,7207,9727,12849,9071,
所得税费用(万元),1469,1559,554,1359,1135,828,438,2464,1795,1190,537,2735,1621,1061,1404,1952,1311,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),6689,5486,2927,9146,7453,4543,2309,14120,10776,6888,3051,15674,9763,6146,8323,10897,7760,
归属于母公司所有者的净利润(万元),6813,5581,2985,9414,7599,4647,2374,14239,10866,6954,3089,15705,9766,6147,8335,10991,7765,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),-124,-94,-58,-267,-146,-103,-65,-119,-90,-66,-38,-32,-3,-1,-12,-94,-6,
基本每股收益,0.66,0.54,0.29,0.91,0.74,0.45,0.23,1.65,1.05,0.9,0.4,2.03,1.26,0.79,1.09,1.59,1.21,
稀释每股收益,0.66,0.54,0.29,0.91,0.74,0.45,0.23,1.65,1.05,0.9,0.4,2.03,1.26,0.79,1.09,1.59,1.21,
