报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),103230,65273,33321,138767,99577,62906,27319,121502,87789,55588,24984,99110,70731,91459,91463,87092,
营业收入(万元),103230,65273,33321,138767,99577,62906,27319,121502,87789,55588,24984,99110,70731,91459,91463,87092,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),98669,63076,32492,131062,92138,58786,25296,109895,77870,48911,22033,86418,61676,80106,82730,77358,
营业成本(万元),76596,48544,26104,104438,75865,48063,20732,87713,63253,39897,18580,69463,49849,65609,67769,63051,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),9497,5879,2264,8412,5586,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),850,517,250,1336,916,615,220,1295,932,580,194,1100,603,808,768,698,
销售费用(万元),5118,3386,1613,7333,4672,3074,1223,6413,4213,2707,1224,5508,3592,4505,4289,4207,
管理费用(万元),5894,3922,1831,7065,4537,6338,2729,11136,7046,4060,1775,8358,6107,7546,6619,6366,
财务费用(万元),712,827,728,311,-95,253,641,1812,1468,874,354,710,757,1133,2420,2436,
资产减值损失(万元),,,-298,2167,657,443,-249,1525,958,793,-93,1279,768,504,865,600,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),450,275,110,797,624,411,235,43,,,,,,,-3,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,-49,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),5541,3085,975,8793,8307,4625,2242,12041,10140,6802,3022,12693,9056,11353,8731,9735,
营业外收入(万元),78,53,9,150,66,52,40,55,67,39,6,670,534,250,145,160,
营业外支出(万元),38,18,14,146,74,59,52,11,55,11,6,308,164,333,233,296,
非流动资产处置损失(万元),,,,,,,,,48,4,,192,66,215,111,113,
利润总额(万元),5580,3120,971,8797,8299,4618,2229,12085,10152,6830,3022,13054,9426,11270,8642,9599,
所得税费用(万元),1989,1221,666,1389,2092,1130,546,2692,2791,1835,762,3143,2427,2796,2106,2342,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),3591,1899,305,7408,6207,3488,1683,9393,7361,4995,2260,9910,6999,8474,6536,7257,
归属于母公司所有者的净利润(万元),4847,2615,623,7774,6301,3506,1690,9398,7361,4995,2260,9910,6999,8474,6536,7257,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),-1256,-716,-317,-366,-94,-18,-7,-5,,,,,,,,,
基本每股收益,0.28,0.15,0.04,0.46,0.37,0.21,0.16,1.08,0.69,0.62,0.28,1.24,0.87,1.06,0.82,0.91,
稀释每股收益,0.28,0.15,0.04,0.46,0.37,0.21,0.16,1.08,0.69,0.62,0.28,1.24,0.87,1.06,0.82,0.91,
