报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
营业总收入(万元),70457,46181,21856,112723,87909,56988,27141,121272,90145,56424,23271,100247,46005,109471,46866,104798,49014,97671,84556,
营业收入(万元),70457,46181,21856,112723,87909,56988,27141,121272,90145,56424,23271,100247,46005,109471,46866,104798,49014,97671,84556,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),70066,46055,21718,110022,84865,54739,26279,114042,84790,53261,22260,92854,42175,102389,45624,102605,48924,98194,83838,
营业成本(万元),61220,40259,18819,98035,75623,48685,23243,100590,75079,47082,19273,80237,36353,88639,39240,90676,43307,86360,72638,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),1556,980,448,2230,1741,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),468,314,150,698,504,310,153,847,662,398,150,609,192,564,186,281,145,235,231,
销售费用(万元),3614,2375,1127,5211,4097,2662,1344,6042,4468,2840,1364,5611,2499,5326,2375,4591,2044,4419,3827,
管理费用(万元),1979,1330,639,2514,1920,2345,1114,4893,3291,2193,1076,4711,2263,4529,2258,4262,1864,4145,4372,
财务费用(万元),1228,797,435,1264,934,656,355,1444,1101,642,328,1459,786,2262,1417,2754,1497,2850,2669,
资产减值损失(万元),,,101,70,47,81,70,225,189,106,69,228,82,1069,148,42,66,184,103,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,2,
投资收益(万元),306,232,59,1052,705,444,125,315,225,126,34,53,11,13,4,1,,,1,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),923,256,260,4295,4155,2776,1059,8238,5580,3289,1211,7446,3841,7096,1245,2194,89,-523,718,
营业外收入(万元),3,3,1,20,6,6,0,4,568,486,0,435,227,864,227,604,363,424,685,
营业外支出(万元),185,73,68,124,77,36,18,275,90,35,17,308,33,156,55,136,139,178,348,
非流动资产处置损失(万元),,,,,,,,,41,9,,208,,2,2,0,,,0,
利润总额(万元),741,187,193,4191,4084,2746,1041,7966,6057,3740,1193,7573,4035,7804,1417,2661,313,-276,1055,
所得税费用(万元),-200,-170,-34,606,648,454,174,1509,1123,672,249,1626,851,2047,308,533,122,84,317,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),941,357,226,3585,3436,2292,868,6458,4934,3068,944,5947,3184,5757,1108,2128,191,-360,738,
归属于母公司所有者的净利润(万元),962,368,234,3573,3432,2292,867,6458,4936,3072,947,5953,3185,5757,1108,2128,191,-360,738,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),-21,-11,-8,12,3,-0,1,-1,-2,-4,-3,-6,-0,,,,,,,
基本每股收益,0.12,0.05,0.03,0.44,0.43,0.29,0.11,1.05,0.82,0.51,0.16,1.03,0.58,1.16,0.22,0.43,0.04,-0.07,0.15,
稀释每股收益,0.12,0.05,0.03,0.44,0.43,0.29,0.11,1.05,,0.51,0.16,1.03,,1.16,,0.43,,-0.07,0.15,
