报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),116290,78170,33728,142110,107559,74284,32824,125846,95739,63391,30053,122106,92203,62290,31166,104085,73611,43236,77157,73566,70331,53585,
营业收入(万元),116290,78170,33728,142110,107559,74284,32824,125846,95739,63391,30053,122106,92203,62290,31166,104085,73611,43236,77157,73566,70331,53585,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),48348,31659,12472,57534,43062,29576,12392,51278,37701,24439,11462,56648,41520,28346,13734,51040,34843,19795,37825,36715,31464,26979,
营业成本(万元),36202,23489,9242,42514,31769,21825,9229,39067,28495,18485,8655,37396,26944,17789,8486,31415,20956,11572,21863,22177,18648,15407,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),8178,5650,2033,9789,7261,5233,1969,7663,5706,3741,1804,11419,9190,6772,3249,10703,7475,4385,8069,6973,5388,3837,
销售费用(万元),189,162,5,180,150,116,37,200,169,82,47,313,140,83,36,285,163,119,89,193,245,323,
管理费用(万元),4322,2754,1353,5389,4056,2433,1070,4339,3291,2078,956,4726,2831,1856,911,4199,2803,1837,3811,3702,3386,3481,
财务费用(万元),-543,-395,-195,-547,-262,-132,1,-85,-53,-36,-16,2712,2330,1758,1009,4417,3413,1848,3992,3691,3791,3958,
资产减值损失(万元),,,,,,,85,94,92,90,16,81,85,87,44,20,33,33,0,-21,6,-27,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),3462,2025,683,1735,1612,1070,530,1090,719,371,183,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),71664,48363,21953,86497,66235,45817,20975,76917,58818,39361,18774,65459,50684,33945,17432,53045,38768,23440,39332,36851,38867,26606,
营业外收入(万元),149,59,23,118,82,49,35,87,1079,566,27,509,391,317,66,932,743,700,385,525,225,312,
营业外支出(万元),8,2,2,37,31,25,16,22,11,11,1,158,38,38,,557,556,0,244,1541,1,120,
非流动资产处置损失(万元),,,,,,,,,1,1,1,158,38,38,,557,556,,244,1541,,116,
利润总额(万元),71806,48420,21975,86578,66286,45841,20993,76982,59886,39917,18800,65810,51036,34223,17498,53421,38955,24140,39473,35835,39092,26799,
所得税费用(万元),11757,7955,3441,13061,9915,6725,3206,11862,9259,6182,2919,10213,7834,5320,2722,8153,5850,3684,6414,5377,5858,4124,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),60049,40466,18534,73516,56370,39116,17787,65120,50627,33735,15881,55597,43203,28903,14776,45267,33105,20456,33059,30457,33234,22675,
归属于母公司所有者的净利润(万元),60040,40466,18534,73516,56370,39116,17787,65120,50627,33735,15881,55597,43203,28903,14776,45267,33105,20456,33059,30457,33234,22675,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),9,,,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.8,0.54,0.42,1.67,1.28,0.89,0.4,1.48,1.15,0.77,0.36,1.38,1.09,0.73,0.37,1.14,0.84,0.52,0.83,0.77,1.68,1.18,
稀释每股收益,0.79,0.53,0.42,1.66,1.27,0.89,0.4,1.48,1.15,0.77,0.36,1.38,1.08,0.73,0.37,1.14,0.83,0.52,0.83,0.77,1.68,1.18,
