报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),145339,96606,43792,170836,127407,86212,40528,149920,121096,77464,20182,122723,107706,101879,80415,59441,
营业收入(万元),145339,96606,43792,170836,127407,86212,40528,149920,121096,77464,20182,122723,107706,101879,80415,59441,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),119051,78999,34924,147647,108138,71302,32421,131900,104005,67021,17006,110623,95242,93928,72563,57040,
营业成本(万元),101816,68207,29610,119291,86916,59064,27309,106965,85407,56012,13332,89083,78594,74193,59354,45155,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),4182,2612,1296,6354,4131,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),666,485,238,1192,850,629,220,1379,1000,625,168,2010,2104,3321,2694,1984,
销售费用(万元),6022,3965,1763,8608,6212,3884,1199,7036,4067,2688,1167,4935,2862,2771,2216,1831,
管理费用(万元),7400,4427,2091,9827,7016,6903,3152,11811,7890,5103,1917,10866,7760,10820,6988,6665,
财务费用(万元),-1036,-698,-420,-2255,-1595,-931,-401,-169,127,65,42,313,241,-55,-336,-264,
资产减值损失(万元),,,347,4628,4608,1754,942,4878,5514,2528,380,3415,3681,2878,1648,1670,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),1683,1053,28,318,101,97,97,489,470,186,77,336,288,228,239,80,
对联营企业和合营企业的投资收益(万元),247,158,,162,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),24300,16619,8907,24643,19229,14865,8203,18519,17561,10629,3253,12437,12752,8180,8091,2480,
营业外收入(万元),4,2,26,47,1162,52,4,1030,60,48,1,819,819,429,441,283,
营业外支出(万元),40,30,,199,30,0,,41,40,40,,155,131,36,,,
非流动资产处置损失(万元),,,,,,,,,,,,25,,,,,
利润总额(万元),24263,16591,8933,24490,20361,14917,8207,19508,17581,10637,3254,13100,13440,8573,8532,2763,
所得税费用(万元),3542,2162,1266,3395,3117,2076,1105,2892,2815,1544,504,1840,2294,1998,2076,662,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),20721,14429,7667,21096,17244,12841,7102,16616,14766,9093,2750,11260,11147,6575,6456,2101,
归属于母公司所有者的净利润(万元),20721,14429,7667,21096,17244,12841,7102,16616,14766,9093,2750,11260,11147,6575,6456,2101,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
基本每股收益,0.71,0.49,0.26,0.72,0.59,0.44,0.49,1.46,1.37,0.84,0.25,1.04,1.03,0.7,,,
稀释每股收益,0.71,0.49,0.26,0.72,0.59,0.44,0.49,1.46,1.37,0.84,0.25,1.04,1.03,0.7,,,
