报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,
营业总收入(万元),373857,271093,450933,302609,208784,113140,418588,356700,
营业收入(万元),,,,,,,,,
利息收入(万元),742659,487818,941130,712275,478260,237802,1034172,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),34567,21906,51700,37580,25316,13490,45340,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),763,542,944,698,602,512,1035,,
营业总成本(万元),252778,178728,276639,174662,126490,63267,237364,,
营业成本(万元),,,,,,,,,
利息支出(万元),453657,-301032,602815,435886,282809,138250,618424,,
手续费及佣金支出(万元),10814,-6229,18916,14698,11520,5455,16199,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),,,,,,,,,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),132,84,156,88,56,27,510,,
营业税金及附加(万元),4364,3001,4727,3264,2049,1123,3433,,
销售费用(万元),109543,68712,131220,91865,61349,30877,115781,,
管理费用(万元),,,,,,,,,
财务费用(万元),,,,,,,,,
资产减值损失(万元),,106931,2457,79445,63037,31241,117641,,
公允价值变动收益(万元),-25169,-13921,-5778,-31402,-25782,-24050,227901,,
投资收益(万元),89685,88045,89852,-23436,30511,10736,-160718,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,
汇兑收益(万元),-4441,-6096,-5145,57374,-5781,18350,-95178,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),121079,92365,174293,127947,82293,49873,181223,,
营业外收入(万元),811,338,984,394,279,61,960,,
营业外支出(万元),769,133,1114,866,752,144,4298,,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),121121,92570,174163,127474,81820,49790,177885,,
所得税费用(万元),-6941,-4200,518,13359,4979,12447,36353,,
未确认投资损失(万元),,,,,,,,,
净利润(万元),128062,96769,173645,114116,76842,37342,141532,,
归属于母公司所有者的净利润(万元),125420,95066,171085,114116,76842,37342,140918,120100,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),2642,1703,2560,,,,614,,
基本每股收益,0.53,,0.72,,,,0.59,,
稀释每股收益,0.53,,0.72,,,,0.59,,
