报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),39669,26483,10272,49461,32742,21366,9402,44399,28847,20092,9058,39207,27400,19330,39192,37568,35292,
营业收入(万元),39669,26483,10272,49461,32742,21366,9402,44399,28847,20092,9058,39207,27400,19330,39192,37568,35292,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),34971,23255,9790,42505,29422,18437,8845,37250,25108,16981,7678,32825,23213,16314,34098,33097,30990,
营业成本(万元),22427,14595,5692,26362,17802,11301,5500,23458,15390,10850,4688,20741,14333,10297,21983,21288,21147,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),1707,1027,583,1964,1410,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),294,210,53,341,202,102,43,291,136,130,66,401,222,210,706,716,591,
销售费用(万元),3104,2246,1099,4325,3267,2195,1158,4283,3007,1994,1107,3654,2978,1848,3377,3149,2617,
管理费用(万元),7452,5194,2750,8020,6077,4672,2255,8561,6383,3847,1957,7580,5542,3661,7509,7420,6570,
财务费用(万元),-12,-17,-23,-67,-41,-13,-3,-21,1,-0,-0,-10,-8,-9,23,12,33,
资产减值损失(万元),,,-365,1558,706,180,-107,678,191,162,-138,458,146,306,500,513,32,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),167,117,,594,369,369,154,29,29,25,12,108,73,40,19,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),4406,3608,508,7736,3822,3393,731,7347,3768,3135,1392,6490,4260,3056,5113,4471,4302,
营业外收入(万元),26,1,0,81,82,52,68,676,310,101,43,290,81,71,296,244,123,
营业外支出(万元),7,4,3,29,18,13,1,30,46,38,9,80,40,22,30,91,37,
非流动资产处置损失(万元),,,,,,,,,1,1,1,30,8,11,2,15,3,
利润总额(万元),4424,3605,506,7788,3885,3432,799,7994,4033,3199,1426,6700,4302,3105,5378,4624,4389,
所得税费用(万元),687,703,-4,1464,446,720,-7,1405,694,648,296,1203,698,674,1217,855,771,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),3737,2902,509,6324,3439,2712,805,6589,3338,2551,1130,5497,3604,2431,4161,3769,3618,
归属于母公司所有者的净利润(万元),3600,2789,477,6460,3543,2765,820,6598,3338,2551,1130,5497,3604,2431,4161,3769,3618,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),138,113,32,-136,-104,-53,-14,-8,,,,,,,,,,
基本每股收益,0.21,0.16,0.04,0.52,0.28,0.22,0.09,0.92,0.51,0.39,0.17,0.83,0.55,0.37,0.68,0.63,0.6,
稀释每股收益,0.21,0.16,0.04,0.52,0.28,0.22,0.09,0.92,0.51,0.39,0.17,0.83,0.55,0.37,0.68,0.63,0.6,
