报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),428317,247191,548096,377681,248124,561286,519322,469795,
营业收入(万元),428317,247191,548096,377681,248124,561286,519322,469795,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),404871,235213,514235,353565,232300,526319,484935,443958,
营业成本(万元),398520,231096,496502,341352,223988,506369,465428,420969,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),107,71,65,32,,,,,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),815,573,1259,833,538,1350,990,748,
销售费用(万元),1943,1369,10705,7087,5006,11469,10832,9648,
管理费用(万元),2820,1775,4513,3357,2162,4772,4469,9676,
财务费用(万元),667,328,1193,904,605,1804,2236,2452,
资产减值损失(万元),,,,,,555,979,464,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),86,63,325,267,159,142,114,115,
对联营企业和合营企业的投资收益(万元),,,,,,,,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),26582,15675,37344,26534,17417,39466,38494,25957,
营业外收入(万元),82,63,61,46,30,144,67,548,
营业外支出(万元),4,1,15,12,12,22,12,25,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),26660,15737,37390,26568,17435,39588,38549,26480,
所得税费用(万元),6357,4002,9270,6529,4379,10004,9765,8371,
未确认投资损失(万元),,,,,,,,,
净利润(万元),20302,11734,28120,20038,13056,29584,28784,18109,
归属于母公司所有者的净利润(万元),19772,11242,27917,19926,13042,29456,28679,17983,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),530,492,203,112,15,128,105,126,
基本每股收益,0.55,0.31,0.78,0.55,0.36,0.82,0.8,,
稀释每股收益,0.55,0.31,0.78,0.55,0.36,0.82,0.8,,
