报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),178336,105649,34274,220078,162964,107024,47097,210310,214246,217045,
营业收入(万元),178336,105649,34274,220078,162964,107024,47097,210310,214246,217045,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),157229,92919,30012,198138,145432,94522,41843,195434,202948,205895,
营业成本(万元),125933,74507,23551,153809,114017,74134,32859,149090,156156,159507,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),6483,3993,1472,8273,6114,4164,1843,8747,8446,8183,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),1019,638,176,1526,1031,698,294,1388,1628,1752,
销售费用(万元),15896,9019,2808,22447,15465,9901,4312,21692,21994,19641,
管理费用(万元),7810,4590,1932,11207,8113,5124,2357,11056,13416,14774,
财务费用(万元),88,172,73,877,692,501,178,1497,1644,2295,
资产减值损失(万元),,,,,,,,1964,-334,-258,
公允价值变动收益(万元),,,,-49,-49,-49,-49,49,,,
投资收益(万元),,,,-72,-72,-72,-72,,6,107,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),21451,11265,3950,24604,15107,10807,4161,15385,12165,11092,
营业外收入(万元),23,18,9,351,309,254,220,249,229,490,
营业外支出(万元),808,781,730,291,181,95,56,146,136,357,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),20666,10502,3228,24664,15235,10965,4325,15488,12258,11225,
所得税费用(万元),2656,1316,370,3082,1836,1332,477,1642,1909,2311,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),18010,9186,2859,21582,13399,9634,3849,13847,10349,8914,
归属于母公司所有者的净利润(万元),18010,9186,2859,21582,13399,9634,3849,13847,10349,8914,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,
基本每股收益,0.53,0.28,0.09,0.65,0.41,0.29,0.12,0.42,0.31,0.27,
稀释每股收益,0.53,,0.09,0.65,0.41,0.29,0.12,0.42,0.31,0.27,
