报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),132231,94573,223222,165974,113499,202671,94281,159132,132822,154078,
营业收入(万元),132231,94573,223222,165974,113499,202671,94281,159132,132822,154078,
利息收入(万元),,,,,,,,0,,,
已赚保费(万元),,,,,,,,0,,,
手续费及佣金收入(万元),,,,,,,,0,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),121082,84959,202948,151235,104264,190916,88575,150984,127675,152686,
营业成本(万元),101874,72783,174862,129110,89308,164373,77527,129722,108271,133803,
利息支出(万元),,,,,,,,0,,,
手续费及佣金支出(万元),,,,,,,,0,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),4396,2827,6281,5071,3100,,,,,,
退保金(万元),,,,,,,,0,,,
赔付支出净额(万元),,,,,,,,0,,,
提取保险合同准备金净额(万元),,,,,,,,0,,,
保单红利支出(万元),,,,,,,,0,,,
分保费用(万元),,,,,,,,0,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),707,480,1299,1022,685,1023,510,868,502,504,
销售费用(万元),5313,3484,7756,5732,4240,7511,3390,6818,5694,5003,
管理费用(万元),8160,4719,10833,8810,5348,15314,5818,11849,11036,10049,
财务费用(万元),632,665,1633,1490,1118,2407,1082,1415,1967,3110,
资产减值损失(万元),,,283,,464,289,249,312,205,218,
公允价值变动收益(万元),,,,,,,,69,-69,,
投资收益(万元),-2,-2,-1,-3,-2,6,3,-67,-5,52,
对联营企业和合营企业的投资收益(万元),-2,-2,,-3,-2,-1,,0,-19,45,
汇兑收益(万元),,,,,,,,0,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),12591,10528,22044,15620,10373,13957,6796,8151,5072,1444,
营业外收入(万元),148,94,142,130,123,110,188,2567,2518,2114,
营业外支出(万元),75,24,401,277,224,195,28,148,206,239,
非流动资产处置损失(万元),,,,,,,7,34,6,24,
利润总额(万元),12663,10597,21785,15473,10272,13872,6957,10570,7384,3319,
所得税费用(万元),1436,1420,2911,2067,1316,2109,1290,1676,847,17,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),11227,9178,18874,13406,8956,11763,5667,8895,6537,3301,
归属于母公司所有者的净利润(万元),10734,8370,17454,12680,8986,11882,5621,8822,6356,3621,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),494,808,1420,726,-30,-119,47,73,182,-319,
基本每股收益,0.92,0.8,1.66,1.21,0.86,1.13,0.54,0.84,0.61,0.34,
稀释每股收益,0.92,0.8,1.66,1.21,0.86,1.13,0.54,0.84,0.61,0.34,
