报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
营业总收入(万元),27311,17747,8938,33477,23107,14814,6713,21280,8522,16880,7466,16048,7639,14158,11535,
营业收入(万元),27311,17747,8938,33477,23107,14814,6713,21280,8522,16880,7466,16048,7639,14158,11535,
利息收入(万元),,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,
营业总成本(万元),20911,13581,7073,26359,17900,11566,5355,16789,6589,13747,6234,12950,6405,12083,10211,
营业成本(万元),16265,10528,5353,19846,13547,8652,3923,12264,4714,9222,4146,8623,4252,8394,7361,
利息支出(万元),,,,,,121,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,
研发费用(万元),1063,715,410,1310,1001,694,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,
营业税金及附加(万元),270,190,118,424,297,199,123,406,153,280,86,140,59,124,111,
销售费用(万元),1776,1251,611,2309,1428,1009,455,1605,640,1306,512,1249,706,1039,862,
管理费用(万元),1411,800,409,1441,1020,624,696,2239,1067,2044,1124,2067,887,2039,1515,
财务费用(万元),125,99,52,200,152,101,47,217,105,129,69,364,199,133,129,
资产减值损失(万元),,,120,829,455,287,111,58,-90,766,297,508,302,355,232,
公允价值变动收益(万元),,,,,,,,,,,,,,,,
投资收益(万元),,,,,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,
营业利润(万元),6052,3927,1865,7362,5217,3248,1357,4491,1933,3133,1232,3099,1234,2075,1324,
营业外收入(万元),8,3,5,12,78,14,0,635,379,764,388,530,56,123,561,
营业外支出(万元),6,5,0,202,11,,,,,12,1,227,0,6,10,
非流动资产处置损失(万元),,,,,,,,,,,,,,0,,
利润总额(万元),6054,3925,1870,7172,5285,3262,1358,5126,2312,3885,1618,3403,1290,2193,1875,
所得税费用(万元),844,541,259,1021,805,519,200,700,332,536,220,458,67,302,248,
未确认投资损失(万元),,,,,,,,,,,,,,,,
净利润(万元),5209,3384,1611,6151,4480,2743,1157,4427,1981,3349,1398,2944,1223,1890,1627,
归属于母公司所有者的净利润(万元),5141,3329,1574,6085,4459,2739,1158,4509,1999,3349,1398,2944,1223,1890,1627,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,
少数股东损益(万元),68,55,37,67,21,4,-1,-82,-18,,,,,,,
基本每股收益,1.2,0.83,0.39,1.52,1.11,0.68,0.29,1.13,0.5,0.84,0.35,0.82,0.34,0.53,0.45,
稀释每股收益,1.2,0.83,0.39,1.52,1.11,0.68,0.29,1.13,0.5,0.84,0.35,0.82,0.34,0.53,0.45,
