报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),467822,288672,122479,372129,236547,138846,57129,368159,285585,183779,73146,307933,212121,121090,38454,111960,73224,48158,85369,68562,55665,8653,
营业收入(万元),467822,288672,122479,372129,236547,138846,57129,368159,285585,183779,73146,307933,212121,121090,38454,111960,73224,48158,85369,68562,55665,8653,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),304856,190355,82105,316336,214596,136168,55924,296894,216563,139729,53948,219756,145033,85793,30278,72844,44297,28943,44448,36621,28832,5822,
营业成本(万元),180730,110490,47239,177939,130750,83790,33362,194688,150286,97144,38505,162760,111194,63899,19662,47185,29594,20455,29425,23452,18685,4391,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),72051,45781,20886,83833,51400,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),4690,2901,1311,3862,2234,1284,453,3204,2417,1401,538,2507,1700,991,390,1104,842,632,1042,874,646,67,
销售费用(万元),37948,24751,9187,32211,22265,12794,6106,22254,17152,10096,4327,9734,5357,2678,1066,3563,2558,1276,2517,2616,953,268,
管理费用(万元),10110,6678,2480,8604,5558,36821,16521,65717,40722,24273,10802,41515,24464,15958,8975,21549,11819,6584,11443,9200,7952,1098,
财务费用(万元),-673,-246,424,-126,-641,-1048,-163,-1371,-684,-43,121,547,309,212,-238,-1364,-999,-203,-550,-43,17,-51,
资产减值损失(万元),,,2,10012,3031,2526,-356,12401,6671,6858,-345,2693,2008,2056,423,807,482,199,571,522,580,50,
公允价值变动收益(万元),3243,1593,2114,,,,,,,,,,,,,,,,,,,,
投资收益(万元),5512,3347,814,6480,4579,2515,660,17,,,,,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),196701,117354,49691,74802,32493,8564,2526,96020,69023,44051,19198,88177,67088,35296,8176,39117,28927,19215,40921,31941,26833,2831,
营业外收入(万元),49,49,41,32,177,12,2,116,15714,7473,1661,11642,4818,1540,1005,4474,1451,156,3532,484,154,253,
营业外支出(万元),311,311,2,219,184,15,4,81,7,6,6,1147,1090,1077,969,20,20,20,,1954,4,0,
非流动资产处置损失(万元),,,,,,,,,1,1,,,,,,,,,,2,,,
利润总额(万元),196438,117091,49730,74615,32486,8561,2524,96055,84731,51518,20853,98672,70817,35759,8212,43570,30358,19351,44453,30471,26984,3084,
所得税费用(万元),25207,15407,8309,365,613,-2662,588,7361,8467,3320,3318,13003,10604,5366,1210,5762,7922,4890,6095,4807,4523,432,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),171231,101684,41421,74250,31873,11223,1936,88694,76263,48198,17535,85670,60213,30393,7002,37808,22436,14461,38358,25664,22461,2652,
归属于母公司所有者的净利润(万元),171231,101684,41421,74250,31873,11223,1936,88694,76263,48198,17535,85682,60226,30406,7013,37835,22451,14466,38358,25664,22461,2652,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,0,0,-0,-0,-13,-13,-12,-11,-28,-16,-5,,,,,
基本每股收益,3.82,2.27,0.91,1.65,0.7,0.25,0.04,1.95,1.71,1.08,0.39,2.1,1.51,0.76,0.18,0.95,0.56,0.36,0.96,0.64,1.36,,
稀释每股收益,3.68,2.2,0.9,1.62,0.7,0.25,0.04,1.96,1.71,1.08,0.39,2.1,1.51,0.76,0.18,0.95,0.56,0.36,0.96,0.64,1.36,,
