报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),71874,45650,21964,96531,69839,46552,22011,76329,52945,33857,14976,65357,44838,29617,14137,52675,36532,45058,9899,38614,24859,15644,
营业收入(万元),71874,45650,21964,96531,69839,46552,22011,76329,52945,33857,14976,65357,44838,29617,14137,52675,36532,45058,9899,38614,24859,15644,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),62579,40284,20110,88851,63745,42551,20645,75066,51567,33170,14636,59145,40163,26040,12054,42920,30409,38394,8510,33038,20483,12518,
营业成本(万元),44876,28836,14108,64164,46535,31511,15352,51674,36769,22585,10084,42298,29054,18921,8933,32411,22711,28334,6239,23629,14658,9056,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),4985,3256,1494,6455,4180,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1314,945,442,1469,1040,762,293,1292,780,529,121,1141,335,237,138,484,300,335,150,287,217,155,
销售费用(万元),6396,3771,1958,9225,5554,3750,1403,7430,4935,3231,1579,5771,3841,2566,1230,4311,3101,3378,741,3017,1791,893,
管理费用(万元),4745,2792,1263,6968,6630,6189,2951,12832,7910,6136,2676,8346,6168,3953,1668,5862,4462,5644,1136,5563,3319,2199,
财务费用(万元),263,684,629,-557,-1018,-298,452,1038,1013,672,291,789,527,100,55,-597,-441,97,4,159,-18,14,
资产减值损失(万元),,,217,1128,823,637,195,800,159,17,-114,801,237,262,31,451,275,605,240,384,515,200,
公允价值变动收益(万元),,,26,-104,-238,-82,,,-17,,,260,248,129,134,-88,50,-171,,,,,
投资收益(万元),37,37,,-72,,,,-9,,,,-373,-359,-224,-90,-38,11,32,,4799,66,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),7718,4710,1933,8311,6575,4250,1693,2324,1362,687,340,6098,4564,3482,2126,9629,6184,6525,1390,10375,4442,3126,
营业外收入(万元),8,7,4,20,40,20,10,514,2350,1992,569,1280,895,769,195,1746,430,1172,159,630,653,361,
营业外支出(万元),11,11,1,16,4,2,1,6,15,14,8,100,99,48,14,769,751,117,18,88,20,39,
非流动资产处置损失(万元),,,,,,,,,9,8,1,50,53,18,,5,3,18,6,37,0,23,
利润总额(万元),7715,4706,1936,8315,6612,4268,1701,2832,3697,2665,901,7279,5361,4203,2307,10606,5863,7580,1531,10917,5075,3448,
所得税费用(万元),1293,803,183,1287,1378,1087,240,330,685,279,144,591,737,493,375,1294,692,984,233,1558,725,453,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),6422,3903,1753,7028,5233,3181,1462,2502,3011,2386,757,6688,4624,3710,1932,9311,5171,6596,1298,9359,4350,2995,
归属于母公司所有者的净利润(万元),6422,3903,1753,7028,5233,3181,1462,2502,3011,2386,757,6688,4624,3710,1932,9311,5171,6577,1299,9370,4411,2995,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,19,-1,-11,-61,,
基本每股收益,0.32,0.2,0.09,0.36,0.26,0.16,0.07,0.13,0.15,0.12,0.06,0.68,0.47,0.37,0.2,0.94,0.52,0.66,0.13,0.95,0.45,,
稀释每股收益,0.32,0.2,0.09,0.36,0.26,0.16,0.07,0.13,0.15,0.12,0.06,0.68,0.47,0.37,0.2,0.94,0.52,0.66,0.13,0.95,0.45,,
