报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),43324,27295,13405,47622,30466,18786,7458,36245,21197,14211,5999,27015,17518,11733,5839,29145,20458,3793,19883,14735,8312,
营业收入(万元),43324,27295,13405,47622,30466,18786,7458,36245,21197,14211,5999,27015,17518,11733,5839,29145,20458,3793,19883,14735,8312,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),33842,21780,10981,36443,22686,13941,7171,26994,15118,9425,3973,16467,10816,7220,4096,18125,12422,2450,11098,9520,5876,
营业成本(万元),23847,15681,7720,25497,16179,9611,3903,17309,9234,5792,2411,10456,6820,4621,2538,13079,9054,1435,7630,6112,3638,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),5936,3494,1640,6739,4594,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),145,85,39,150,87,51,12,123,70,55,8,54,33,25,9,56,40,7,27,3,2,
销售费用(万元),2794,1615,901,3344,2079,1268,556,1899,1124,700,319,1634,1009,665,302,1497,902,247,831,625,645,
管理费用(万元),1683,940,433,2042,1363,3430,1692,6885,4324,2704,1289,4970,3239,2121,1179,4078,2824,835,2684,2455,1521,
财务费用(万元),-563,-34,288,-1945,-1814,-559,1099,771,433,141,-42,-878,-304,-216,67,-744,-432,-56,-121,175,38,
资产减值损失(万元),,,-41,617,197,139,-91,8,-67,34,-12,231,18,5,-0,159,33,-19,47,151,33,
公允价值变动收益(万元),310,267,85,4,,,,,,,,,,,,,,,,,,
投资收益(万元),435,402,367,1378,978,624,306,926,634,336,60,,,,,,,,,33,51,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),10883,6857,3022,12895,9061,5547,655,10407,6717,5125,2086,10549,6702,4512,1743,11020,8037,1343,8785,5248,2487,
营业外收入(万元),338,207,2,628,449,122,57,641,579,198,7,495,172,98,71,284,118,1,74,76,43,
营业外支出(万元),1,1,,1,0,,,,,,,,,,,,,,0,,0,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,,,,,,,
利润总额(万元),11220,7063,3024,13522,9510,5670,713,11048,7295,5323,2092,11044,6874,4611,1815,11304,8155,1344,8859,5323,2530,
所得税费用(万元),1294,758,326,1062,1263,799,140,1354,1236,902,364,1517,1105,736,283,1151,1037,157,1189,853,374,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),9926,6306,2698,12460,8247,4871,572,9694,6059,4421,1728,9527,5769,3875,1531,10152,7117,1186,7669,4470,2156,
归属于母公司所有者的净利润(万元),9926,6306,2698,12460,8247,4871,572,9694,6059,4421,1728,9527,5769,3875,1531,10152,7117,1186,7669,4470,2156,
被合并方在合并前实现净利润(万元),,,,,,,,,,4421,,9527,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.62,0.39,0.17,0.78,0.52,0.3,0.04,0.62,0.39,0.29,0.22,1.59,0.96,0.65,0.26,1.69,1.19,0.2,1.28,,,
稀释每股收益,0.62,0.39,0.17,0.78,0.52,0.3,0.04,0.62,0.39,0.29,0.22,1.59,0.96,0.65,0.26,1.69,1.19,0.2,1.28,,,
