报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),422161,270995,122205,497195,372542,238799,107673,442182,329887,208522,405321,391517,353239,
营业收入(万元),422161,270995,122205,497195,372542,238799,107673,442182,329887,208522,405321,391517,353239,
利息收入(万元),,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,
营业总成本(万元),407186,260530,120114,478287,356918,228850,105144,424187,314389,197942,394079,384901,349065,
营业成本(万元),280283,177439,81713,328899,244357,155348,71830,288672,213118,135408,273678,265374,242302,
利息支出(万元),,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,
研发费用(万元),2025,1332,700,3091,2461,1427,688,2633,1506,,2086,1169,,
退保金(万元),,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,
营业税金及附加(万元),2241,1507,713,3029,2119,1449,620,3096,2352,1542,2796,2623,2238,
销售费用(万元),94292,62053,27144,106928,80310,51382,23176,93904,70965,43338,85651,78307,72381,
管理费用(万元),23661,15248,7885,28422,21201,14185,6802,26867,19608,13506,26015,26928,22125,
财务费用(万元),4683,2952,1527,6869,5126,3476,1719,7523,6173,3577,3630,5807,3339,
资产减值损失(万元),,,5,1049,1344,1583,,1492,667,572,224,4694,6680,
公允价值变动收益(万元),,,,,,,,,,,,,,
投资收益(万元),2123,226,-92,3094,1738,83,-286,3048,1283,61,3158,25337,30,
对联营企业和合营企业的投资收益(万元),1982,145,-92,3094,1738,83,-286,3048,1283,61,3024,-6,,
汇兑收益(万元),,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,
营业利润(万元),19544,11577,2603,25797,18993,11086,2362,22510,17704,11907,12040,29681,4204,
营业外收入(万元),824,346,141,1409,786,404,264,1812,748,951,6076,4821,4691,
营业外支出(万元),247,91,37,181,144,99,52,260,226,1434,291,527,2485,
非流动资产处置损失(万元),,,,,,,,,,1278,,,1010,
利润总额(万元),20121,11832,2707,27025,19635,11390,2573,24062,18226,11424,17825,33975,6410,
所得税费用(万元),1570,1015,352,2363,1737,1047,409,2468,2316,1831,3269,4295,813,
未确认投资损失(万元),,,,,,,,,,,,,,
净利润(万元),18551,10817,2355,24662,17898,10343,2164,21594,15910,9593,14556,29680,5597,
归属于母公司所有者的净利润(万元),17862,10399,2264,24273,17534,10205,2185,22224,16241,9908,15021,30240,5911,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,
少数股东损益(万元),689,417,91,389,364,138,-20,-630,-331,-316,-465,-560,-314,
基本每股收益,0.21,0.12,0.03,0.32,0.23,0.13,0.03,0.29,0.22,0.13,0.18,0.63,0.12,
稀释每股收益,0.21,0.12,0.03,0.32,0.23,0.13,0.03,0.29,0.22,0.13,0.18,0.63,0.12,
