报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),,255024,442879,,227196,386221,360998,380627,
营业收入(万元),356984,255024,442879,320530,227196,386221,360998,380627,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),,222629,396510,,193514,336077,313135,328670,
营业成本(万元),,196934,349193,,169646,291495,269335,290396,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),,1446,2464,,1145,,,,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),,985,2204,,1137,3786,3361,2793,
销售费用(万元),,15402,27500,,14075,26950,22558,19813,
管理费用(万元),,8256,16183,,7622,16221,16316,16262,
财务费用(万元),,-394,-1034,,-553,-633,-312,-1737,
资产减值损失(万元),,,,,441,-1741,1878,1144,
公允价值变动收益(万元),,,,,,,,,
投资收益(万元),,1707,4584,,2390,4848,3101,3289,
对联营企业和合营企业的投资收益(万元),,1707,4334,,2390,4523,2826,3064,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),50733,35168,53260,48176,36960,58448,50904,55246,
营业外收入(万元),,918,1959,,710,1345,5415,6888,
营业外支出(万元),,71,51,,30,200,52,25,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),52072,36015,55168,49246,37640,59593,56266,62109,
所得税费用(万元),,5002,7815,,5321,8058,8419,8719,
未确认投资损失(万元),,,,,,,,,
净利润(万元),44859,31013,47353,42150,32319,51535,47848,53390,
归属于母公司所有者的净利润(万元),41382,28901,42739,39551,30879,46954,43849,48733,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),,2113,4614,,1440,4580,3998,4656,
基本每股收益,,0.36,0.53,,0.39,0.59,0.55,0.61,
稀释每股收益,,0.36,0.53,,0.39,0.59,0.55,0.61,
