报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),179554,107373,40766,243250,175661,106329,43936,226562,158664,95129,37449,189694,127355,74111,28400,184699,32109,189931,158761,143672,
营业收入(万元),179554,107373,40766,243250,175661,106329,43936,226562,158664,95129,37449,189694,127355,74111,28400,184699,32109,189931,158761,143672,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),165036,101846,40953,231374,166566,100773,41621,201759,141936,87106,34690,161677,111107,67158,26251,163793,30964,167666,144173,131890,
营业成本(万元),118463,71930,27097,166301,121908,72962,29333,150173,105868,64695,24186,119494,80392,47722,17942,123830,21980,129550,110883,107232,
利息支出(万元),1237,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),4649,2960,1205,4861,3391,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),,722,207,1570,1115,719,258,1894,1281,762,355,1966,1328,608,193,1532,238,1287,821,583,
销售费用(万元),29577,19081,8448,40651,26451,15723,7187,28724,19603,12256,5860,23054,16084,10092,4457,22827,5068,21766,19092,14963,
管理费用(万元),10882,6894,3363,16799,13521,10878,4687,21090,15417,9613,4322,16732,12775,8285,3591,14725,3543,13586,11581,7982,
财务费用(万元),228,261,205,-252,-213,-135,-72,-512,-399,-281,-35,-42,3,31,49,464,157,1228,1087,1063,
资产减值损失(万元),,,428,1445,393,626,228,389,166,61,1,472,525,420,19,415,-22,248,709,68,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,
投资收益(万元),2272,1776,321,5669,3836,3557,1850,1770,1224,161,86,681,591,570,238,457,302,39,4,25,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),18161,7721,192,20009,15078,10964,4186,29238,20112,10323,2845,28699,16838,7523,2387,21363,1448,22304,14592,11806,
营业外收入(万元),240,163,85,476,130,68,28,829,510,129,98,934,559,73,30,1128,22,801,1386,218,
营业外支出(万元),324,269,47,279,167,75,44,256,159,113,47,174,63,46,31,175,13,91,230,152,
非流动资产处置损失(万元),,,,,,,,,105,74,39,103,41,29,23,131,9,50,127,82,
利润总额(万元),18077,7614,230,20206,15040,10957,4170,29812,20463,10338,2896,29458,17335,7550,2386,22316,1458,23014,15748,11873,
所得税费用(万元),2605,830,-386,2180,2064,1537,526,4255,3244,1464,571,4803,2675,965,674,4172,349,5938,3106,2595,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),15473,6785,616,18027,12976,9420,3644,25556,17219,8874,2325,24655,14660,6585,1712,18144,1108,17076,12641,9278,
归属于母公司所有者的净利润(万元),15473,6785,616,18027,12976,9420,3644,25556,17219,8874,2325,24655,14660,6585,1712,18144,1108,17076,12641,9278,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.56,0.25,0.02,0.64,0.46,0.34,0.13,0.97,0.67,0.36,0.11,1.17,0.7,0.31,0.08,0.86,0.2,0.84,0.62,1.86,
稀释每股收益,0.56,0.25,0.02,0.64,0.46,0.34,0.13,0.97,0.67,0.36,0.11,1.17,0.7,0.31,0.08,0.86,0.2,0.84,0.62,1.86,
