报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),19334,8557,2317,33260,16604,7062,1984,30742,12861,5889,2005,27143,10065,24946,18891,16721,
营业收入(万元),19334,8557,2317,33260,16604,7062,1984,30742,12861,5889,2005,27143,10065,24946,18891,16721,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),19682,10016,3378,30134,16479,8218,2993,26863,13206,7090,2812,23746,11599,21575,17714,16692,
营业成本(万元),13559,5833,1394,21138,11032,4716,1366,18771,8231,3890,1297,16200,6715,13987,11245,10049,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),1992,1431,744,2425,1777,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),220,134,69,384,193,77,33,252,156,82,36,225,103,135,105,172,
销售费用(万元),1726,1098,461,2520,1420,895,357,2043,1295,759,293,2058,1280,2329,1869,1939,
管理费用(万元),2244,1571,842,3012,1987,2673,1331,5108,3347,2449,1250,4899,3445,4897,4195,4137,
财务费用(万元),-59,-51,4,-56,25,28,44,256,158,89,44,163,102,210,247,144,
资产减值损失(万元),,,-136,712,45,-171,-138,433,19,-180,-108,201,-46,17,52,249,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),,,,,,,,,,,,70,70,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),-5,-932,-1023,3943,357,-1039,-1011,4851,91,-1201,-740,3467,-1463,3371,1177,29,
营业外收入(万元),50,0,0,50,8,0,0,384,242,206,1,917,266,525,503,1323,
营业外支出(万元),4,3,3,12,9,9,5,6,7,6,5,3,1,27,2,13,
非流动资产处置损失(万元),,,,,,,,,,1,,3,1,0,2,2,
利润总额(万元),41,-935,-1026,3981,355,-1048,-1016,5228,326,-1001,-744,4381,-1199,3868,1677,1340,
所得税费用(万元),-10,38,27,451,26,74,29,772,26,46,17,591,27,595,292,146,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),51,-973,-1053,3530,330,-1122,-1044,4457,300,-1048,-761,3790,-1225,3273,1385,1194,
归属于母公司所有者的净利润(万元),39,-964,-1046,3511,384,-1084,-998,4449,347,-1001,-736,3749,-1153,3434,1402,1208,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),12,-9,-6,19,-54,-38,-47,7,-46,-46,-25,41,-72,-161,-16,-13,
基本每股收益,0,-0.06,-0.07,0.22,0.02,-0.07,-0.11,0.62,0.05,-0.14,-0.11,0.54,-0.17,0.49,0.2,0.17,
稀释每股收益,0,-0.06,-0.07,0.22,0.02,-0.07,-0.11,0.62,0.05,-0.14,-0.11,0.54,-0.17,0.49,0.2,0.17,
