报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),72885,44793,18616,64316,44250,28627,12849,44596,21244,30466,18067,13989,
营业收入(万元),72885,44793,18616,64316,44250,28627,12849,44596,21244,30466,18067,13989,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),44609,27248,11293,43722,28054,17589,8831,32972,16164,25295,16365,12920,
营业成本(万元),33373,20662,8119,27925,17903,11252,5596,20201,11190,16527,10185,7733,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),3265,2017,1088,3589,2597,1693,856,3165,,1950,,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),266,203,122,320,211,141,86,193,86,113,36,53,
销售费用(万元),4047,1832,707,4587,2583,1468,629,3091,910,1923,1161,915,
管理费用(万元),4427,2922,1308,6951,5069,3269,1590,6464,4227,5015,5035,4278,
财务费用(万元),-769,-389,-168,-434,-309,-234,-80,-532,-241,-380,-309,-129,
资产减值损失(万元),,,118,783,,,153,390,-7,146,257,69,
公允价值变动收益(万元),,,,,,,,,,,,,
投资收益(万元),-259,-264,-29,-321,-332,-328,-112,-621,-161,475,1281,453,
对联营企业和合营企业的投资收益(万元),-259,-264,-29,-321,-332,-328,-112,-621,,-171,,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),27852,17193,7336,20557,15692,10586,3946,11134,4919,5646,2983,1522,
营业外收入(万元),154,134,24,100,94,65,0,220,87,480,176,60,
营业外支出(万元),41,5,5,39,107,105,5,109,7,99,133,17,
非流动资产处置损失(万元),,,,14,,,,4,7,,126,10,
利润总额(万元),27966,17323,7356,20618,15679,10546,3941,11245,4999,6027,3026,1565,
所得税费用(万元),284,253,31,144,78,58,51,223,55,300,145,8,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),27682,17069,7324,20474,15601,10488,3890,11022,4943,5727,2881,1557,
归属于母公司所有者的净利润(万元),27706,17094,7345,20520,15616,10487,3855,10981,4980,5048,2913,1746,
被合并方在合并前实现净利润(万元),,,,,,,,,,1367,,,
少数股东损益(万元),-24,-25,-20,-46,-15,0,35,41,-36,680,-32,-189,
基本每股收益,2.43,1.6,0.76,2.13,1.62,1.09,0.4,1.14,0.52,0.62,,,
稀释每股收益,2.43,1.6,0.76,2.13,1.62,1.09,0.4,1.14,0.52,0.62,,,
