报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),81461,49245,12858,122065,72281,41104,11309,96947,54313,35671,12545,79373,47432,31686,7516,60548,50778,42650,31926,
营业收入(万元),81461,49245,12858,122065,72281,41104,11309,96947,54313,35671,12545,79373,47432,31686,7516,60548,50778,42650,31926,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),77517,46996,14477,115521,68552,39463,11337,90322,51811,33843,11942,73761,46412,31839,8005,55652,45871,37284,26229,
营业成本(万元),59375,35702,9295,88516,51906,29283,7269,68319,37982,24519,8548,56520,33994,23143,5264,41446,32375,26980,18114,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),5296,3306,1589,7287,4766,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),603,402,175,1157,544,283,109,772,445,332,128,521,351,228,89,422,407,287,354,
销售费用(万元),8013,5000,2169,11162,7306,4275,1568,9382,5598,3594,1230,7323,4748,3256,974,6139,4968,3658,3404,
管理费用(万元),4137,2614,1294,5073,3224,4775,2425,9944,6933,4558,2028,7984,5794,3678,1718,6534,6475,5060,3722,
财务费用(万元),93,-28,-21,-76,-117,-94,-37,-38,-29,-43,8,-124,-68,-64,-40,-152,518,282,136,
资产减值损失(万元),,,-25,2401,924,942,3,1942,883,883,,1537,1594,1599,,1262,1128,1017,498,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),67,53,38,461,380,354,219,451,278,,,,,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),4991,2818,-849,9886,5343,2850,541,8477,2814,1862,603,5612,1020,-154,-489,4896,4906,5366,5697,
营业外收入(万元),79,16,4,248,51,42,7,88,495,277,12,2130,1197,1036,887,1699,951,1209,980,
营业外支出(万元),12,11,0,77,6,6,0,5,0,0,0,24,22,4,4,1,2,7,0,
非流动资产处置损失(万元),,,,,,1,,,0,0,0,18,,0,0,0,,0,0,
利润总额(万元),5058,2822,-845,10056,5388,2885,548,8560,3309,2140,614,7718,2196,878,394,6594,5856,6568,6677,
所得税费用(万元),730,252,-11,1426,1202,445,78,1284,465,216,168,1064,-74,-111,13,930,721,795,796,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),4328,2571,-834,8630,4186,2441,469,7276,2844,1924,447,6654,2269,989,381,5664,5134,5773,5880,
归属于母公司所有者的净利润(万元),4284,2619,-796,8706,4227,2455,469,7276,2844,1924,447,6654,2269,989,381,5664,5134,5773,5880,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),44,-48,-38,-75,-42,-15,-0,,,,,,,,,,,,,
基本每股收益,0.27,0.16,-0.05,0.54,0.26,0.15,0.03,0.49,0.2,0.17,0.05,0.67,0.19,0.1,0.04,0.57,0.74,0.98,0.99,
稀释每股收益,0.26,0.16,-0.05,0.54,0.26,0.15,0.03,0.49,0.2,0.17,0.05,0.67,0.19,0.1,0.04,0.57,0.74,0.98,0.99,
