报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
营业总收入(万元),65910,47012,83813,54005,37687,106758,53208,90104,87520,81797,
营业收入(万元),65910,47012,83813,54005,37687,106758,53208,90104,87520,81797,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),54486,38321,67905,43538,30407,93653,46638,81754,77434,74852,
营业成本(万元),46034,33289,57384,37356,26227,77659,39829,61932,63367,61932,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),139,86,242,149,88,215,77,186,142,157,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),637,512,1020,728,518,1537,791,1555,1094,519,
销售费用(万元),4837,3386,4478,2999,1926,9121,4538,6988,6931,4998,
管理费用(万元),2649,1691,5427,3067,1882,6147,1776,5308,5248,4799,
财务费用(万元),190,-643,-647,-761,-234,-1564,-398,2094,9,2339,
资产减值损失(万元),,,,,,241,23,3692,643,106,
公允价值变动收益(万元),,,,,,,,8,-8,,
投资收益(万元),836,566,1006,503,347,738,263,280,453,716,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,465,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),12085,8978,17159,11508,7978,14098,7066,8633,10319,7622,
营业外收入(万元),0,0,0,0,0,1,1,51,2113,697,
营业外支出(万元),128,115,206,6,3,351,96,29,3,10,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),11957,8863,16954,11502,7975,13747,6970,8656,12429,8309,
所得税费用(万元),104,214,27,3,6,14,8,14,140,61,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),11853,8649,16927,11500,7969,13734,6962,8643,12289,8248,
归属于母公司所有者的净利润(万元),11853,8649,16927,11500,7969,13734,6962,8643,12289,8248,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,
基本每股收益,0.33,0.24,0.47,0.32,0.22,0.38,0.19,0.24,0.33,0.21,
稀释每股收益,0.33,0.24,0.47,0.32,0.22,0.38,0.19,0.24,0.33,0.21,
