报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),119111,77304,33615,142955,108330,76758,37103,138022,103785,67062,28383,125084,88922,102830,79255,50757,
营业收入(万元),119111,77304,33615,142955,108330,76758,37103,138022,103785,67062,28383,125084,88922,102830,79255,50757,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),100744,65566,27961,122916,95428,69371,32739,120750,91347,59234,25239,110921,79202,94751,73980,46386,
营业成本(万元),25427,17949,6582,39347,32617,27489,14281,57991,45856,28872,11533,59939,44160,47877,39144,31661,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),5318,4022,2403,9138,5710,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),1451,970,514,1777,1301,875,373,1431,1016,675,306,1124,686,873,616,335,
销售费用(万元),62883,39227,16972,61408,47699,32144,15088,43948,34030,22955,10670,37163,26847,32830,24588,10077,
管理费用(万元),5365,3272,1408,8528,6717,7924,2677,15728,8890,5638,2306,10598,6047,10749,7406,3608,
财务费用(万元),300,125,81,1630,1211,747,321,1529,1181,821,424,1804,1381,2167,2031,834,
资产减值损失(万元),,,,1088,172,192,,123,374,273,,292,82,255,194,-129,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,
投资收益(万元),612,365,83,2259,774,693,160,,,,,18,18,3,10,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),20129,13072,6144,23483,14636,8757,4547,18170,12439,7828,3144,14180,9737,8082,5286,4371,
营业外收入(万元),559,50,12,984,459,399,,377,1129,1028,378,2383,1615,472,229,119,
营业外支出(万元),91,81,10,96,22,13,2,42,103,103,10,145,108,327,11,158,
非流动资产处置损失(万元),,,,,,,,,,82,,30,,18,5,2,
利润总额(万元),20597,13041,6146,24371,15073,9143,4545,18504,13465,8753,3512,16419,11244,8227,5504,4331,
所得税费用(万元),3820,2317,1231,3602,2274,1510,675,3023,2617,1678,559,2835,2231,2187,1584,1099,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),16777,10724,4915,20769,12799,7633,3870,15482,10848,7074,2953,13584,9013,6040,3920,3232,
归属于母公司所有者的净利润(万元),16777,10724,4915,20822,12837,7657,3870,15670,11009,7087,2965,13735,9111,6042,4031,3299,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),0,-0,-0,-54,-38,-23,0,-188,-162,-13,-12,-151,-98,-2,-111,-67,
基本每股收益,1.04,0.67,0.3,1.29,0.79,0.47,0.24,1.27,0.92,0.59,0.25,1.14,0.76,0.5,,,
稀释每股收益,1.04,0.67,0.3,1.29,0.79,0.47,0.24,1.27,,0.59,0.25,1.14,,0.5,,,
