报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),122414,75050,35251,145006,106953,68245,31884,125640,93720,59641,26756,113208,82025,50883,22991,106141,80287,51552,98279,93195,88293,77552,
营业收入(万元),122414,75050,35251,145006,106953,68245,31884,125640,93720,59641,26756,113208,82025,50883,22991,106141,80287,51552,98279,93195,88293,77552,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),103631,63438,30078,125881,90806,58947,28179,109938,81631,52352,23391,99534,71647,44524,20168,94171,71261,46129,91102,88191,81587,68904,
营业成本(万元),77479,47703,22897,94460,70433,45644,21606,83622,62628,39884,17779,75771,55043,34149,15401,73409,56540,36088,70692,67574,64242,55855,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),6378,4003,1839,7357,4676,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),1025,638,288,1574,1236,846,370,1470,1127,709,333,1370,564,345,162,692,485,299,510,446,466,309,
销售费用(万元),10326,5885,2594,11828,8197,5126,2249,9403,6775,4599,2107,8279,5886,3532,1542,6784,4717,3293,5531,5143,4352,2953,
管理费用(万元),8635,5333,2156,11978,7617,7787,3167,14516,10170,6598,2986,13204,9076,5897,2693,12370,8628,5582,12019,12475,10071,7764,
财务费用(万元),-212,-124,259,-1637,-1708,-715,603,705,601,320,159,882,949,595,465,799,567,673,2161,2541,2330,1864,
资产减值损失(万元),,,46,321,355,258,184,221,330,241,27,27,129,5,-96,118,324,194,189,12,127,158,
公允价值变动收益(万元),-175,-3,147,-61,-204,-149,,,,,,-6,-6,-6,,,20,22,3,,,,
投资收益(万元),201,216,69,226,214,18,13,16,16,16,12,11,11,11,7,37,37,39,517,14,14,6,
对联营企业和合营企业的投资收益(万元),,-23,,-27,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),20019,12070,5445,20137,16359,9278,3758,16088,12325,7481,3377,13680,10383,6364,2830,12008,9084,5484,7698,5018,6719,8654,
营业外收入(万元),469,247,3,1163,391,270,41,1367,646,391,95,885,701,467,179,1120,484,343,938,5865,659,541,
营业外支出(万元),118,75,18,435,174,49,35,219,37,13,5,86,32,21,14,114,89,83,132,2829,84,119,
非流动资产处置损失(万元),,,,,,16,,,27,5,0,70,20,9,2,94,75,68,97,2160,60,92,
利润总额(万元),20371,12242,5430,20865,16576,9499,3765,17236,12934,7859,3467,14479,11052,6811,2995,13014,9479,5743,8503,8054,7294,9076,
所得税费用(万元),3303,1473,768,2820,2605,1410,623,2933,2027,1287,588,2342,1915,1161,507,1873,1388,818,1246,1279,1192,1224,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),17068,10769,4662,18046,13971,8089,3142,14302,10907,6572,2879,12136,9138,5650,2488,11141,8091,4926,7257,6775,6102,7853,
归属于母公司所有者的净利润(万元),11885,7418,3129,14709,11330,6313,2444,11896,9041,5394,2391,10071,7645,4592,2051,9455,6933,4177,6448,6331,5717,7528,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,-62,
少数股东损益(万元),5183,3351,1533,3336,2641,1776,697,2406,1866,1178,488,2065,1493,1058,437,1686,1158,749,809,445,386,325,
基本每股收益,0.27,0.17,0.07,0.33,0.26,0.2,0.08,0.38,0.29,0.17,0.11,0.62,0.48,0.29,0.13,0.6,0.44,0.26,0.41,0.4,0.36,0.48,
稀释每股收益,0.27,0.17,0.07,0.33,0.26,0.2,0.08,0.38,0.29,0.17,0.11,0.62,0.48,0.29,0.13,0.6,0.44,0.26,0.41,0.4,0.36,0.48,
