报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),81843,47087,19389,146279,106009,73654,41746,148926,143565,127214,116059,106810,86190,
营业收入(万元),81843,47087,19389,146279,106009,73654,41746,148926,143565,127214,116059,106810,86190,
利息收入(万元),,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,
营业总成本(万元),69347,37661,14515,122973,90192,60787,32248,122774,122015,111088,110911,97046,82066,
营业成本(万元),37460,20903,8562,65690,47360,32490,17227,65395,63415,56360,51772,48920,42333,
利息支出(万元),,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,
研发费用(万元),19,9,4,95,88,82,60,113,105,,,,,
退保金(万元),,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,
营业税金及附加(万元),122,85,55,385,298,238,104,469,341,2798,6485,5908,4755,
销售费用(万元),28011,14900,5316,50011,37328,24530,12868,49249,50401,45056,40886,35975,29496,
管理费用(万元),4251,2070,703,7195,5369,3640,2068,7411,7019,6236,10832,4458,3934,
财务费用(万元),-515,-306,-125,-403,-250,-194,-79,137,733,636,1087,1667,1618,
资产减值损失(万元),,,,,,,,,,2,-151,118,-69,
公允价值变动收益(万元),261,33,,,,,,,,,,,,
投资收益(万元),,,,,,,,217,,,283,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,
营业利润(万元),20544,16848,11913,26252,18293,15142,9433,26367,21627,16126,5431,9764,4124,
营业外收入(万元),870,798,38,539,225,104,51,438,331,1169,1313,395,1131,
营业外支出(万元),6867,6824,6805,296,338,287,50,92,435,910,476,739,42,
非流动资产处置损失(万元),,,,,,,,,,788,351,728,0,
利润总额(万元),14547,10822,5147,26495,18181,14959,9434,26713,21523,16385,6268,9419,5212,
所得税费用(万元),3901,2828,1312,6736,4639,3800,2398,6683,5619,4024,3125,2233,1722,
未确认投资损失(万元),,,,,,,,,,,,,,
净利润(万元),10646,7994,3834,19759,13542,11159,7036,20030,15904,12361,3143,7186,3490,
归属于母公司所有者的净利润(万元),10646,7994,3834,19759,13542,11159,7036,20030,15904,12361,3143,7186,3490,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,
基本每股收益,0.66,0.53,0.26,1.32,0.9,0.74,0.47,1.34,1.06,0.82,0.21,,,
稀释每股收益,0.66,0.53,0.26,,0.9,0.74,0.47,,,,,,,
