报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),143118,90956,35099,127991,89377,54506,26955,57669,43224,26810,11007,49713,36021,22902,9288,46240,34788,21963,8543,44327,40952,31925,19090,
营业收入(万元),143118,90956,35099,127991,89377,54506,26955,57669,43224,26810,11007,49713,36021,22902,9288,46240,34788,21963,8543,44327,40952,31925,19090,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),128928,81551,33552,123107,86336,53013,26159,55462,41139,25627,10550,44845,32297,20652,8505,40793,30540,19389,7822,38056,35224,27212,16508,
营业成本(万元),114933,72584,29391,108802,76212,46329,22787,50130,37300,23064,9390,40129,28706,18146,7518,36541,27396,17347,6926,34040,31303,24030,13773,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),5676,3383,1341,4655,3160,,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),505,321,106,580,324,149,94,296,245,186,72,298,188,107,59,265,192,126,48,267,234,145,86,
销售费用(万元),3117,2005,775,2684,1973,1277,567,1070,787,486,228,958,691,463,214,842,630,401,170,878,801,728,465,
管理费用(万元),4542,3002,1329,5824,4430,5035,2462,3946,2674,1758,820,3435,2635,1840,704,3072,2228,1446,717,2966,2881,2338,1858,
财务费用(万元),154,257,234,-53,-59,141,291,-21,-19,5,-7,-105,-65,-43,-8,-68,-56,-40,-41,-109,-65,-50,126,
资产减值损失(万元),,,376,615,296,83,-42,42,152,128,47,130,141,139,17,141,150,109,1,15,71,21,199,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资收益(万元),484,275,195,350,366,317,126,502,393,314,102,526,233,145,10,278,160,148,27,173,,,,
对联营企业和合营企业的投资收益(万元),134,24,,-16,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),12838,7722,1791,5339,3473,1871,944,2875,2582,1577,559,5394,3957,2394,793,5725,4408,2721,748,6443,5728,4712,2582,
营业外收入(万元),5,5,5,274,7,,,,61,51,30,257,193,177,20,580,126,107,82,209,312,11,63,
营业外支出(万元),72,1,0,27,25,3,1,0,15,6,1,14,12,9,3,22,22,20,11,12,38,68,38,
非流动资产处置损失(万元),,,,,,,,,15,5,1,13,12,9,3,20,20,18,10,10,35,8,31,
利润总额(万元),12771,7725,1795,5586,3456,1868,943,2875,2628,1622,588,5637,4138,2562,810,6283,4512,2809,819,6639,6001,4655,2608,
所得税费用(万元),1635,861,233,474,659,398,214,306,339,178,101,775,604,372,155,894,694,456,143,931,828,654,410,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),11136,6864,1562,5112,2797,1470,729,2569,2289,1444,487,4862,3534,2189,655,5389,3818,2353,676,5709,5173,4001,2197,
归属于母公司所有者的净利润(万元),9819,6044,1484,4861,2567,1340,635,2569,2289,1444,487,4862,3534,2189,655,5389,3818,2353,676,5709,5173,4001,2197,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),1317,820,78,251,230,130,94,,,,,,,,,,,,,,,,,
基本每股收益,0.59,0.36,0.13,0.48,0.26,0.14,0.07,0.32,0.29,0.18,0.06,0.68,0.51,0.35,0.11,0.9,0.64,0.39,0.11,0.95,0.86,0.67,0.37,
稀释每股收益,0.59,0.36,0.13,0.48,0.26,0.14,0.07,0.32,0.29,0.18,0.06,0.68,0.51,0.35,,0.9,0.64,0.39,,0.95,0.86,0.67,0.37,
