报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),107785,64539,28872,97993,67037,37211,13428,94266,76755,48710,15269,82251,57629,42188,20103,17488,
营业收入(万元),107785,64539,28872,97993,67037,37211,13428,94266,76755,48710,15269,82251,57629,42188,20103,17488,
利息收入(万元),,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,
营业总成本(万元),108676,67776,27846,92561,62208,34583,12989,82028,65198,41282,12219,65361,45469,35954,19235,16391,
营业成本(万元),88845,53790,22939,73163,50189,28502,10155,66244,53721,33849,9683,51262,35623,25762,12596,11481,
利息支出(万元),,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,
研发费用(万元),3400,2094,855,2946,1934,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,
营业税金及附加(万元),643,429,186,557,380,252,133,597,458,294,142,717,612,379,152,114,
销售费用(万元),8205,5732,2526,7654,4471,2487,1058,6704,5282,3496,1314,7715,5839,5987,2739,2181,
管理费用(万元),4147,2858,1511,3687,2207,2269,1003,5522,3207,2053,977,4575,2887,2304,1817,1826,
财务费用(万元),3435,2872,785,3360,2487,902,896,2386,1863,865,325,1026,618,773,792,776,
资产减值损失(万元),,,-956,1195,540,171,-255,577,667,727,-222,66,-110,748,1138,14,
公允价值变动收益(万元),,37,,,,,,,,,,,,,,,
投资收益(万元),261,233,115,1507,2311,1915,604,193,0,0,0,1,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,-23,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,
营业利润(万元),510,-2143,1141,6997,7249,4551,1044,13403,12357,7428,3050,16890,12159,6235,868,1097,
营业外收入(万元),54,1,20,95,33,28,1,176,85,746,2,289,284,342,64,65,
营业外支出(万元),188,193,174,248,13,7,4,54,32,21,5,126,57,26,0,165,
非流动资产处置损失(万元),,,,,,,,,25,15,,3,3,4,0,32,
利润总额(万元),376,-2336,987,6844,7269,4572,1040,13525,12409,8153,3047,17053,12386,6550,932,997,
所得税费用(万元),58,-330,427,814,1143,746,153,1921,1872,1240,369,2589,1991,963,131,120,
未确认投资损失(万元),,,,,,,,,,,,,,,,,
净利润(万元),318,-2006,560,6030,6125,3827,887,11604,10538,6914,2678,14464,10396,5587,801,876,
归属于母公司所有者的净利润(万元),163,-2109,514,6075,6125,3827,887,11604,10538,6914,2678,14464,10396,5587,813,893,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,
少数股东损益(万元),155,102,46,-45,-0,,,,,,,,,,-12,-16,
基本每股收益,0.01,-0.17,0.04,0.48,0.49,0.31,0.07,1.17,1.12,0.73,0.28,1.54,1.1,0.76,0.13,,
稀释每股收益,0.01,-0.17,0.04,0.48,0.49,0.31,0.07,1.17,1.12,0.73,0.28,1.54,1.1,0.76,0.13,,
