报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),359360,239213,114897,497947,374654,247553,111373,458395,326568,208396,93265,322870,288971,329585,
营业收入(万元),359360,239213,114897,497947,374654,247553,111373,458395,326568,208396,93265,322870,288971,329585,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),347187,231032,110672,478193,358778,237896,106926,437104,311857,198709,89170,309413,280934,324298,
营业成本(万元),332982,221504,105979,460640,345617,229002,103367,420835,300598,191148,85635,295166,268190,309213,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),7625,5082,2529,10016,7415,,,,5389,,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),464,325,143,647,526,349,271,502,270,208,65,416,350,243,
销售费用(万元),2058,1351,604,3007,2160,1431,580,2916,2014,1445,520,2704,2212,2129,
管理费用(万元),1159,785,379,1427,1081,5574,2141,8618,899,4247,2438,8616,7575,7197,
财务费用(万元),2900,1984,664,2349,1871,1122,444,3830,2163,1505,386,1765,2939,5359,
资产减值损失(万元),,,374,109,109,417,122,403,524,156,125,745,-333,157,
公允价值变动收益(万元),-11,-2,-51,-35,-226,2,15,-38,-110,-48,-2,-8,78,6,
投资收益(万元),1217,532,47,706,181,-82,-24,86,87,34,17,369,-2071,-31,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),13753,8591,4344,20492,15872,9606,4450,21557,14762,9739,4108,13818,6044,5262,
营业外收入(万元),1,0,,1242,1242,1042,842,949,805,99,56,429,259,297,
营业外支出(万元),0,0,0,3,2,1,,5,6,4,0,210,291,463,
非流动资产处置损失(万元),,,,,,,,,,4,,,,,
利润总额(万元),13753,8591,4344,21730,17112,10647,5292,22501,15561,9834,4164,14036,6013,5096,
所得税费用(万元),2061,1208,718,3650,2906,2091,1113,4759,3181,2012,1009,2652,776,725,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),11692,7383,3626,18080,14206,8556,4178,17742,12380,7822,3155,11385,5237,4371,
归属于母公司所有者的净利润(万元),11692,7383,3626,18080,14206,8556,4178,17742,12380,7822,3155,11385,5237,4371,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,
基本每股收益,0.66,0.41,0.2,1.11,0.9,0.58,0.31,1.33,0.93,0.58,0.24,0.89,0.44,0.36,
稀释每股收益,0.65,0.41,0.2,1.11,0.9,0.58,0.31,1.33,0.93,0.58,0.24,0.89,0.44,0.36,
