报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),77725,52184,23397,109996,78006,48721,21020,100918,74464,46030,18746,79400,54100,34215,15204,70103,16349,74063,70647,64479,
营业收入(万元),77725,52184,23397,109996,78006,48721,21020,100918,74464,46030,18746,79400,54100,34215,15204,70103,16349,74063,70647,64479,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),69309,45648,21894,98749,70118,43957,18322,89686,65537,40774,16537,67331,45626,29056,12945,60679,14459,62768,61285,57081,
营业成本(万元),61120,40351,19146,87352,62656,39029,16830,79222,58305,36404,14746,60113,40790,25964,11526,53728,12675,56189,54393,50923,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),3179,1866,1182,4832,3446,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),449,253,117,637,395,254,119,532,450,293,130,410,238,147,90,402,93,340,352,287,
销售费用(万元),1720,1187,440,2830,1972,1320,486,2380,1796,1154,475,2005,1419,921,444,1833,439,1731,1641,1326,
管理费用(万元),2454,1685,832,2613,1611,3209,1342,6200,4127,2372,1135,3925,2661,1750,747,4025,1002,3451,3661,3452,
财务费用(万元),388,307,123,223,135,101,60,640,571,411,139,557,346,223,118,685,211,893,981,1147,
资产减值损失(万元),,,54,261,-96,44,-516,712,286,141,-88,321,172,51,20,5,40,163,256,-54,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,
投资收益(万元),6,-98,-80,,,,,,,,,,,,,,,,,39,
对联营企业和合营企业的投资收益(万元),8,-98,-80,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),8818,6849,1812,14450,9517,6309,3951,12076,9020,5330,2209,12068,8475,5159,2259,9424,1890,11295,9362,7437,
营业外收入(万元),8,6,1,10,12,9,13,35,473,398,229,3333,2449,2379,99,591,37,546,544,837,
营业外支出(万元),13,5,0,20,18,18,14,75,8,3,8,2,1,1,1,326,0,1,41,2,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,4,,,10,0,
利润总额(万元),8813,6850,1813,14439,9511,6300,3950,12036,9485,5725,2431,15398,10923,7537,2358,9689,1927,11840,9865,8272,
所得税费用(万元),1178,1064,203,1929,1309,908,591,1583,1235,765,304,2119,1672,994,359,1464,255,1771,1463,1243,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),7634,5785,1611,12510,8202,5392,3359,10453,8251,4959,2127,13279,9251,6543,1999,8225,1672,10069,8402,7028,
归属于母公司所有者的净利润(万元),7634,5785,1611,12510,8202,5392,3359,10453,8251,4959,2127,13279,9251,6543,1999,8225,1672,10069,8402,7028,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.48,0.36,0.1,0.78,0.51,0.34,0.42,1.57,1.33,0.83,0.35,2.21,1.54,1.09,0.33,1.37,0.28,1.68,1.4,1.17,
稀释每股收益,0.48,0.36,0.1,0.78,0.51,0.34,0.42,1.57,1.33,0.83,0.35,2.21,1.54,1.09,0.33,1.37,0.28,1.68,1.4,1.17,
