报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),285486,170787,270147,186197,104389,166080,65608,57278,21470,30463,17826,16137,
营业收入(万元),285486,170787,270147,186197,104389,166080,65608,57278,21470,30463,17826,16137,
利息收入(万元),,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,
营业总成本(万元),275495,162699,252042,173686,97543,156869,61079,54887,19375,27690,17031,14127,
营业成本(万元),224459,134994,215020,149268,83793,136148,53475,44074,17339,22803,12876,10900,
利息支出(万元),,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,
研发费用(万元),22239,13025,16360,10768,6386,,,,,,,,
退保金(万元),,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,
营业税金及附加(万元),547,349,178,149,61,156,27,19,6,23,23,95,
销售费用(万元),12596,7109,12350,8076,4373,7110,2280,2929,482,728,678,659,
管理费用(万元),12772,6165,7273,5964,2872,14687,5517,7658,1777,4252,3471,2461,
财务费用(万元),2882,1058,-161,-540,58,-1698,-334,-118,-369,-224,-11,9,
资产减值损失(万元),,,1023,,,465,113,325,141,109,-7,4,
公允价值变动收益(万元),,,,,,,,,,,,,
投资收益(万元),37,24,43,43,43,82,61,,,,34,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,
营业利润(万元),9115,7720,19146,11948,6851,9613,4590,2391,2095,2772,829,2009,
营业外收入(万元),,,112,52,46,212,340,208,96,78,115,40,
营业外支出(万元),,,,,,4,,,,0,1,1,
非流动资产处置损失(万元),,,,,,,,,,0,,,
利润总额(万元),9115,7720,19258,12000,6898,9821,4931,2599,2191,2850,943,2049,
所得税费用(万元),-224,-101,1209,970,606,1184,691,99,190,111,-45,182,
未确认投资损失(万元),,,,,,,,,,,,,
净利润(万元),9340,7822,18049,11030,6292,8638,4240,2500,2001,2740,988,1867,
归属于母公司所有者的净利润(万元),9340,7822,18049,11030,6292,8638,4240,2500,2001,2740,988,1867,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,0,,,
基本每股收益,1.3,1.17,2.7,1.65,0.94,1.38,0.73,0.5,2,2.74,0.99,2.55,
稀释每股收益,1.3,1.17,2.7,1.65,0.94,1.38,0.73,0.5,2,2.74,0.99,2.55,
