报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),170454,111080,58352,210045,147068,97084,51398,194591,138261,89221,48364,181550,185187,50537,177398,133655,90395,
营业收入(万元),170454,111080,58352,210045,147068,97084,51398,194591,138261,89221,48364,181550,185187,50537,177398,133655,90395,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),110205,69418,36948,139348,91671,56956,32203,138045,98005,57173,29247,115743,121309,31217,117912,94917,67483,
营业成本(万元),41805,26619,15267,54824,37543,23811,13572,48954,34078,21352,12475,45287,47140,13496,46918,36693,27751,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),4881,3415,1672,5812,3654,,,,3276,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),2001,1259,594,2671,1757,1227,563,2878,2052,1372,764,2876,2647,790,2684,1850,1184,
销售费用(万元),55366,35366,17047,70742,47971,30728,14085,60927,41165,27327,12887,53075,53235,13921,52301,43135,28993,
管理费用(万元),10462,6016,2787,12561,7524,7201,3375,15368,6216,6198,3036,13302,16977,2645,14260,10817,7839,
财务费用(万元),-4311,-3257,-1087,-2958,-1557,-593,-179,-3063,-848,-594,-248,-2413,-653,-53,137,210,160,
资产减值损失(万元),,,670,-4303,-5221,-5417,787,12981,12066,1519,334,3617,1963,418,1612,2213,1557,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),1524,1026,,1569,,,,,,,,92,1164,317,2037,503,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),59530,40736,21432,72451,55399,40128,19195,56546,40256,32048,19117,65899,65042,19637,61524,39241,22912,
营业外收入(万元),4683,4672,4645,4735,4866,4815,597,7989,7938,4521,126,4222,2839,16,288,738,733,
营业外支出(万元),32,12,0,241,0,0,0,143,4,4,1,153,188,,85,164,15,
非流动资产处置损失(万元),,,,,,,,,,0,,48,16,,5,2,10,
利润总额(万元),64181,45397,26077,76946,60265,44942,19792,64392,48190,36565,19243,69968,67693,19653,61727,39815,23629,
所得税费用(万元),16219,11474,6565,19535,15295,11385,5074,16385,12295,9299,4808,17734,17370,4950,15479,10735,6127,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),47962,33923,19513,57411,44970,33557,14718,48007,35894,27266,14434,52234,50323,14702,46248,29079,17503,
归属于母公司所有者的净利润(万元),47962,33923,19513,57411,44970,33556,14717,48006,35894,27266,14434,52234,50323,14702,46248,29079,17503,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),-0,-0,-0,1,0,0,0,1,0,0,,0,,,,,,
基本每股收益,1.2,0.85,0.49,1.55,1.25,0.99,0.43,1.41,1.06,0.8,0.42,1.54,1.48,0.43,1.36,0.88,,
稀释每股收益,1.2,0.85,0.49,1.55,1.25,0.99,0.43,1.41,1.06,0.8,0.42,1.54,1.48,0.43,1.36,0.88,,
