报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),13975,10186,4709,17638,13245,9790,3782,16512,11733,8393,14098,6697,9534,4281,5780,2199,2595,710,122,
营业收入(万元),13975,10186,4709,17638,13245,9790,3782,16512,11733,8393,14098,6697,9534,4281,5780,2199,2595,710,122,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),9886,6341,2951,11951,8171,5268,2153,9678,6714,4453,7442,3230,5483,2177,3554,1383,1763,582,146,
营业成本(万元),3228,2161,994,4039,2917,2117,828,2995,2052,1398,2039,890,2006,981,1663,640,763,292,46,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),2523,1647,761,2710,1645,,,,1829,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),106,78,34,141,111,84,37,145,104,73,99,43,151,88,86,34,32,8,2,
销售费用(万元),3067,1853,845,3707,2628,1559,546,2876,1935,1294,2412,1001,1619,730,1190,472,593,115,15,
管理费用(万元),1220,792,387,1389,867,1453,736,3670,786,1671,2916,1281,1713,404,626,233,385,151,73,
财务费用(万元),-259,-191,-102,-136,-70,4,-17,-56,-41,-32,-48,-12,-11,-27,-23,3,5,8,5,
资产减值损失(万元),,,32,102,73,51,22,48,49,49,24,27,4,1,11,1,-15,8,5,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),467,262,118,297,84,48,,145,99,57,54,16,71,,,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),4667,4191,1876,6830,5552,4631,1640,7566,5118,3998,6709,3483,4122,2104,2227,815,831,128,-24,
营业外收入(万元),501,501,10,253,1,,,50,454,103,202,114,28,2,268,216,33,29,48,
营业外支出(万元),0,0,,0,0,0,,74,74,67,,,0,0,6,6,0,1,,
非流动资产处置损失(万元),,,,,,,,,,,,,,,6,,,,,
利润总额(万元),5168,4691,1885,7083,5553,4631,1640,7543,5498,4033,6911,3597,4149,2106,2489,1025,864,156,24,
所得税费用(万元),580,578,234,837,689,715,251,987,844,619,942,554,589,297,335,139,132,16,-1,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),4587,4113,1652,6247,4864,3916,1390,6555,4654,3414,5969,3042,3560,1809,2154,886,732,140,25,
归属于母公司所有者的净利润(万元),4478,4026,1610,6142,4800,3873,1362,6549,4659,3413,5969,3042,3560,1809,2154,886,732,140,25,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),110,87,42,105,63,43,27,6,-5,1,,,,,,,,,,
基本每股收益,0.67,0.6,0.24,1.08,0.89,0.78,0.27,1.31,0.93,0.68,1.2,0.61,0.73,0.39,3.42,1.48,2.65,1.22,0.23,
稀释每股收益,0.67,0.6,0.24,1.08,0.89,0.78,0.27,1.31,0.93,0.68,1.2,0.61,0.73,0.39,3.42,1.48,2.65,1.22,0.23,
