报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),930213,610759,300285,1159013,841815,543322,256897,965412,652642,411945,207865,861039,638046,895876,913129,706826,562122,
营业收入(万元),,,,,,,,,,,,,,,,,,
利息收入(万元),1495718,970307,481625,1868503,1363657,867500,415233,1432367,1033193,667405,326913,1287197,961681,1436339,1449638,1177748,959594,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),37147,25112,11268,40633,28027,18325,9190,53727,41344,27552,14593,64643,50891,48776,38786,24779,15476,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),849,680,180,1532,944,658,288,1420,2355,1392,241,1130,532,1378,1425,1793,1754,
营业总成本(万元),486281,335024,158475,649783,474685,315291,147462,501022,314794,212150,102183,550092,361022,564004,458847,325428,242806,
营业成本(万元),,,,,,,,,,,,,,,,,,
利息支出(万元),747870,482552,236717,901091,670235,430974,209819,686064,494472,322844,151699,536482,396269,639810,612626,512933,420141,
手续费及佣金支出(万元),7091,5367,2451,9807,7353,5500,2916,14456,11252,7405,3731,18154,13605,16550,14828,12306,8238,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,4407,,,,
营业税金及附加(万元),7520,5175,1854,8076,5522,3965,1519,7191,5068,3699,1710,23172,20000,60225,62853,48096,39440,
销售费用(万元),220467,144585,69048,298648,199895,130527,63265,272877,189544,117988,60974,264930,183971,248589,262659,215644,167488,
管理费用(万元),,,,,,,,,,,,,,,,,,
财务费用(万元),,,,,,,,,,,,,,,,,,
资产减值损失(万元),258294,,,343059,269267,180799,82678,220954,120182,90463,39499,261991,157052,250783,133336,61687,35878,
公允价值变动收益(万元),4886,5215,11545,-348,-503,-429,-496,871,238,1129,107,-1500,-866,943,1262,-1080,0,
投资收益(万元),143463,96142,34682,155626,123525,91134,45649,169364,81020,44719,20656,62363,34463,63206,48652,28749,13056,
对联营企业和合营企业的投资收益(万元),6503,4335,1689,6832,5801,4588,2654,8959,6603,4299,2194,8326,6159,6977,7060,3252,576,
汇兑收益(万元),2453,1222,153,2841,2702,1708,-232,557,215,-2,245,1842,1219,1594,820,78,621,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),443932,275735,141810,509231,367130,228031,109435,464390,337848,199795,105682,310946,277023,331871,454282,381399,319316,
营业外收入(万元),324,118,34,761,306,223,80,1921,2213,138,105,9092,3178,26814,4240,3153,7583,
营业外支出(万元),1148,1048,156,1860,1219,903,75,1341,649,562,166,1998,1593,1783,936,315,599,
非流动资产处置损失(万元),,,,,,,,,,,,,,,,,,
利润总额(万元),443108,274805,141687,508131,366217,227351,109440,464970,339411,199371,105621,318040,278608,356902,457586,384238,326300,
所得税费用(万元),41962,24068,14916,42778,26353,14978,6313,73688,58270,34169,19866,59734,57744,74784,102351,86949,72139,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),401146,250737,126772,465353,339864,212373,103127,391282,281141,165202,85755,258306,220864,282118,355235,297289,254161,
归属于母公司所有者的净利润(万元),400741,250480,126660,464913,339580,212298,103163,390858,280998,165227,85648,257749,220555,281619,354814,297115,254157,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,
少数股东损益(万元),405,256,112,440,284,74,-36,424,143,-25,106,558,310,499,421,173,4,
基本每股收益,1.11,0.69,0.35,1.3,0.95,0.6,0.3,1.2,0.86,0.51,0.26,0.79,0.68,0.87,1.09,0.91,0.78,
稀释每股收益,1.11,0.69,0.35,1.3,0.95,0.6,0.3,1.2,0.86,0.51,0.26,0.79,0.68,0.87,1.09,0.91,0.78,
