报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
营业总收入(万元),36358,28192,14737,88378,57145,34804,14305,72235,29961,11127,63833,23803,51461,19616,35904,14139,26688,15933,
营业收入(万元),36358,28192,14737,88378,57145,34804,14305,72235,29961,11127,63833,23803,51461,19616,35904,14139,26688,15933,
利息收入(万元),,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,
营业总成本(万元),30511,22529,11483,72940,46343,28475,11762,62288,25262,9762,55249,20905,44717,16764,30818,12086,23491,14252,
营业成本(万元),12228,9407,4930,29876,19008,11571,4764,24977,10341,3814,21402,8080,17991,7159,13565,5471,10149,6072,
利息支出(万元),,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,
研发费用(万元),294,62,10,351,198,184,,686,14,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),334,220,160,787,537,340,173,945,370,177,1094,420,863,310,517,207,367,222,
销售费用(万元),16055,11769,5895,39394,25043,15271,6257,33718,13535,5415,30261,11330,23844,8287,15696,5913,12036,6983,
管理费用(万元),1839,1264,553,2683,1674,1178,589,2043,873,424,2384,936,1765,673,1034,386,875,615,
财务费用(万元),-239,-193,-67,-150,-116,-69,-21,-82,-19,-69,-28,-46,-40,-12,51,137,229,114,
资产减值损失(万元),,,,,,,,,149,,135,185,292,347,-45,,-165,247,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,
投资收益(万元),119,78,4,59,68,45,1,71,98,,74,-9,-2,,30,27,27,,
对联营企业和合营企业的投资收益(万元),119,78,-3,59,68,45,-1,71,42,,-4,-9,-2,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,
营业利润(万元),5909,5684,3258,15460,10944,6358,2544,9978,4838,1365,8753,2909,6742,2852,5116,2053,3225,1681,
营业外收入(万元),,,,120,120,120,,3200,2000,2000,1610,35,2083,1160,1043,642,180,675,
营业外支出(万元),227,222,228,,,,,164,98,70,18,4,98,94,33,23,6,89,
非流动资产处置损失(万元),,,,,,,,,,,,1,82,78,,,1,1,
利润总额(万元),5682,5462,3030,15579,11064,6478,2544,13014,6740,3295,10345,2940,8727,3918,6126,2671,3398,2267,
所得税费用(万元),817,814,442,2272,1659,970,365,1966,1023,494,1582,450,1239,513,865,279,499,329,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,
净利润(万元),4865,4648,2587,13307,9405,5508,2179,11048,5716,2801,8763,2490,7488,3405,5261,2392,2899,1937,
归属于母公司所有者的净利润(万元),4865,4648,2587,13308,9406,5508,2179,11048,5716,2801,8763,2490,7488,3405,5261,2392,2899,1937,
被合并方在合并前实现净利润(万元),,,,,,,,,,-0,,,,,,,,,
少数股东损益(万元),-0,-0,-0,-1,-1,-0,-0,-0,,,,,,,,,,,
基本每股收益,0.12,0.12,0.07,0.36,0.26,0.15,0.06,0.3,0.16,0.08,0.24,0.07,0.64,0.31,0.5,0.43,0.6,0.4,
稀释每股收益,0.12,0.12,,0.36,0.26,0.15,,0.3,0.16,,0.24,0.07,0.64,0.31,0.5,,0.6,0.4,
