报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),14526,10726,29831,12042,10194,21267,8266,13246,9668,7846,
营业收入(万元),14526,10726,29831,12042,10194,21267,8266,13246,9668,7846,
利息收入(万元),,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,
营业总成本(万元),10689,6825,21439,9541,7658,12203,4663,11816,6529,5756,
营业成本(万元),5301,3279,12840,4093,3441,6041,2074,3621,2741,2324,
利息支出(万元),,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,
研发费用(万元),2664,1737,3481,2306,1385,2659,,,,,
退保金(万元),,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,
分保费用(万元),,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,
营业税金及附加(万元),142,128,211,166,143,283,84,160,66,82,
销售费用(万元),393,283,570,340,263,516,260,414,313,187,
管理费用(万元),2212,1415,3547,2663,1894,2784,2446,7193,2594,2547,
财务费用(万元),-24,-17,-66,-29,-25,-92,-25,244,383,241,
资产减值损失(万元),,,854,,557,11,-176,184,433,375,
公允价值变动收益(万元),,,,,,,,,,,
投资收益(万元),,,,,,64,42,16,,1,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,
期货损益(万元),,,,,,,,,,,
托管收益(万元),,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,
营业利润(万元),5909,5689,9578,3076,3721,9129,3645,1446,3139,2091,
营业外收入(万元),10,,168,150,,180,30,51,156,95,
营业外支出(万元),5,,2,2,2,9,,7,17,26,
非流动资产处置损失(万元),,,,,,,,,,,
利润总额(万元),5914,5689,9743,3224,3720,9299,3675,1491,3279,2160,
所得税费用(万元),770,765,1277,416,492,1298,562,664,494,381,
未确认投资损失(万元),,,,,,,,,,,
净利润(万元),5144,4924,8466,2808,3228,8002,3113,827,2785,1779,
归属于母公司所有者的净利润(万元),5236,4968,8563,2836,3228,8002,3113,827,2785,1779,
被合并方在合并前实现净利润(万元),,,,,,,,,,,
少数股东损益(万元),-92,-44,-98,-27,-0,,,,,,
基本每股收益,0.89,0.84,1.45,0.48,0.55,1.36,0.53,0.15,0.53,0.34,
稀释每股收益,0.89,0.84,1.45,0.48,0.55,1.36,0.53,0.15,0.53,0.34,
