报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),32415,22415,13200,56978,39037,24351,9860,42745,24912,14947,6838,35111,23811,15557,6163,30089,27244,21888,15338,
营业收入(万元),32415,22415,13200,56978,39037,24351,9860,42745,24912,14947,6838,35111,23811,15557,6163,30089,27244,21888,15338,
利息收入(万元),,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,
营业总成本(万元),33232,21637,12792,52713,36514,22927,9085,39018,22754,13527,6253,31094,21629,14055,5633,26493,23857,19701,14182,
营业成本(万元),26007,17449,11148,43832,30360,19055,7596,33047,18971,11105,4958,25515,17209,11246,4402,21175,18917,14941,10525,
利息支出(万元),,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,
研发费用(万元),1867,940,378,2197,1885,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),248,233,32,181,115,80,24,241,117,86,21,194,115,87,18,188,135,99,77,
销售费用(万元),1785,1184,497,2517,2022,1303,504,1579,1076,645,350,1454,1063,671,462,1316,1118,916,934,
管理费用(万元),2096,1199,405,2657,1381,2098,830,3820,2378,1494,787,3170,2606,1626,514,3141,2980,2888,1778,
财务费用(万元),1229,631,332,1113,741,381,130,328,211,154,137,785,609,417,236,675,856,813,762,
资产减值损失(万元),,,,217,10,10,,3,1,42,,-25,26,8,,-2,-148,43,106,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,
投资收益(万元),,,,,,,,,,,,,,,,1,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,
营业利润(万元),-889,704,410,4362,2561,1429,791,4188,2246,1505,585,4017,2181,1502,530,3598,3387,2187,1156,
营业外收入(万元),2,2,2,7,7,29,3,307,180,80,82,366,207,103,36,248,69,155,197,
营业外支出(万元),11,9,1,29,10,9,7,9,9,,,5,4,4,4,5,16,15,33,
非流动资产处置损失(万元),,,,,,,,,,,,4,,,,,,-1,,
利润总额(万元),-898,698,411,4341,2558,1448,786,4486,2417,1585,667,4378,2384,1601,562,3841,3440,2327,1320,
所得税费用(万元),10,39,40,540,337,183,118,690,367,241,100,632,361,244,84,475,432,232,193,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,
净利润(万元),-908,659,371,3801,2221,1265,668,3796,2050,1344,567,3745,2023,1357,478,3366,3008,2095,1127,
归属于母公司所有者的净利润(万元),-908,659,371,3801,2221,1265,668,3796,2050,1344,567,3745,2023,1357,478,3366,3008,2095,1127,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,
基本每股收益,-0.12,0.09,0.05,0.51,0.3,0.17,0.09,0.54,0.3,0.21,0.1,0.67,0.36,0.24,0.09,0.6,0.73,0.54,0.29,
稀释每股收益,-0.12,0.09,0.05,0.51,0.3,0.17,0.09,0.54,0.3,0.21,0.1,0.67,0.36,0.24,0.09,0.6,0.73,0.54,0.29,
