报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),106117,71874,31663,139877,93054,61432,26584,133949,89702,57370,25546,123384,83705,54465,112759,91403,68800,
营业收入(万元),106117,71874,31663,139877,93054,61432,26584,133949,89702,57370,25546,123384,83705,54465,112759,91403,68800,
利息收入(万元),,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,
营业总成本(万元),89508,60109,27795,122321,79408,51558,22965,114172,75949,48019,22007,103889,70782,44853,94734,79105,63534,
营业成本(万元),68059,46128,20045,90076,59064,39092,16914,86998,57718,36921,16656,79659,53944,34397,73909,64559,53050,
利息支出(万元),,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,
研发费用(万元),2318,1396,734,3462,2192,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,
营业税金及附加(万元),833,532,233,1272,873,608,256,1398,960,618,344,1305,594,385,842,498,299,
销售费用(万元),10799,6732,3272,17592,10669,6338,3023,15183,9973,5901,2416,12571,8050,4744,9447,6604,4368,
管理费用(万元),5583,4061,2171,6996,4932,4607,2482,9714,6488,4049,1914,9275,6569,4220,8304,6582,5540,
财务费用(万元),1916,1259,574,842,497,183,-48,179,134,203,-8,836,476,421,1177,736,628,
资产减值损失(万元),,,766,2081,1180,729,337,701,677,328,686,243,1149,687,1055,127,-352,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,
投资收益(万元),1022,272,,948,818,387,387,98,22,22,19,207,205,157,32,1,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,
营业利润(万元),16227,10821,5699,19377,14692,10480,4010,20540,13791,9379,3559,19702,13127,9769,18057,12300,5266,
营业外收入(万元),2232,2090,66,2932,3393,2876,71,3344,3550,3120,83,1960,1729,330,1081,349,179,
营业外支出(万元),31,12,2,38,47,47,9,116,111,8,3,78,71,55,85,84,23,
非流动资产处置损失(万元),,,,,,,,,0,0,,61,49,49,64,6,2,
利润总额(万元),18428,12899,5763,22272,18038,13310,4071,23767,17230,12491,3638,21584,14785,10045,19053,12565,5422,
所得税费用(万元),3383,2246,1120,4229,3308,2366,914,4325,3200,2342,746,4017,2942,1909,3991,2046,806,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,
净利润(万元),15045,10653,4643,18043,14729,10944,3157,19442,14030,10149,2892,17567,11843,8136,15063,10519,4616,
归属于母公司所有者的净利润(万元),15111,10685,4661,18071,14749,10950,3157,19442,14030,10149,2892,17567,11843,8136,15063,10519,4616,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,1443,1112,,
少数股东损益(万元),-66,-32,-17,-29,-19,-7,,,,,,,,,,,,
基本每股收益,0.32,0.23,0.1,0.38,0.31,0.23,0.07,0.44,0.33,0.24,0.07,0.42,0.28,0.19,0.39,,,
稀释每股收益,0.32,0.23,0.1,0.38,0.31,0.23,0.07,0.44,0.33,0.24,0.07,0.42,0.28,0.19,0.39,,,
