报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2011-12-31,
营业总收入(万元),74453,44883,18278,77451,49681,28135,11597,49540,35793,21057,8689,32055,13352,26076,12021,21019,10154,22518,11438,18035,24903,
营业收入(万元),74453,44883,18278,77451,49681,28135,11597,49540,35793,21057,8689,32055,13352,26076,12021,21019,10154,22518,11438,18035,24903,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),58629,37360,15611,63189,40538,24016,10744,44766,31453,18251,7477,27731,11935,23279,10506,19406,9215,20570,10322,16116,18670,
营业成本(万元),47438,29263,12024,52037,34434,20441,8345,35289,25007,14470,5949,21979,9241,17735,8283,14500,6937,15475,7920,11956,15056,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),3173,2131,834,3471,1991,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),703,483,284,683,432,224,97,648,486,325,149,476,146,360,102,283,88,186,107,101,280,
销售费用(万元),4531,2976,1098,4257,2465,1170,399,2288,1476,847,335,1589,783,1348,571,1325,667,1297,640,1087,691,
管理费用(万元),3083,2116,894,2736,3858,2243,1017,5075,3339,2013,940,3465,1601,3662,1503,3035,1440,3254,1358,2806,2649,
财务费用(万元),-298,392,731,-815,-1000,-230,933,1103,845,444,141,-72,77,-116,-33,23,5,104,71,75,266,
资产减值损失(万元),,,-255,820,349,169,-48,363,300,153,-37,295,88,289,80,240,77,255,226,91,-271,
公允价值变动收益(万元),556,635,465,-672,-1062,-690,283,,,,,,,,17,15,-3,10,-4,12,2,
投资收益(万元),-264,-367,-113,-592,-228,171,18,85,65,14,,7,4,27,9,104,54,16,2,60,93,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),16664,8448,3150,13894,8293,3878,1305,5658,4405,2832,1212,4331,1422,2824,1541,1732,991,1974,1114,1991,6327,
营业外收入(万元),64,64,13,6,74,93,46,280,662,261,107,815,384,815,192,554,237,875,149,529,295,
营业外支出(万元),2,0,,143,30,1,0,50,6,0,0,144,0,1,0,18,0,19,21,27,41,
非流动资产处置损失(万元),,,,,,,,,3,,,83,,0,,1,,,,,,
利润总额(万元),16727,8512,3164,13757,8338,3969,1350,5888,5061,3093,1319,5002,1806,3638,1733,2268,1228,2829,1242,2493,6582,
所得税费用(万元),2663,1328,512,1740,1140,555,160,660,630,371,176,699,252,528,312,184,203,316,209,320,1244,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
净利润(万元),14064,7184,2651,12018,7198,3414,1190,5228,4431,2722,1143,4303,1555,3110,1421,2084,1025,2513,1033,2173,5338,
归属于母公司所有者的净利润(万元),13896,7074,2580,11855,7130,3414,1190,5228,4431,2722,1143,4303,1555,3111,1422,2161,1068,2528,1033,2216,4681,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,29,2627,
少数股东损益(万元),167,110,71,163,67,,,,,,,,,-1,-1,-77,-43,-15,,-43,657,
基本每股收益,0.77,0.39,0.17,0.79,0.47,0.23,0.1,0.48,0.42,0.27,0.13,0.5,0.18,0.36,0.16,0.25,0.12,0.29,0.12,0.25,,
稀释每股收益,0.77,0.39,0.17,0.79,0.47,0.23,0.1,0.48,0.42,0.27,0.13,0.5,0.18,0.36,0.16,0.25,0.12,0.29,0.12,0.25,,
