报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),196708,143036,60166,219147,165167,124939,53289,158942,115009,83041,36856,102555,86401,64484,28593,101631,85470,70430,91442,87391,83527,72680,
营业收入(万元),196708,143036,60166,219147,165167,124939,53289,158942,115009,83041,36856,102555,86401,64484,28593,101631,85470,70430,91442,87391,83527,72680,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),160209,117647,52177,177428,128057,96948,42677,127262,91673,65196,29572,85193,69593,51359,23337,84503,69497,55482,74840,74476,77579,70072,
营业成本(万元),128437,96434,40098,142978,99634,80322,33312,99690,72525,53825,24178,65502,55475,40989,18942,66662,55737,45788,59253,58744,58641,54006,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,,,
研发费用(万元),7222,5464,2039,9068,5087,,,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),560,494,271,1035,705,463,96,712,550,391,138,680,239,180,60,436,387,277,258,147,193,104,
销售费用(万元),13376,9529,4242,12793,9583,6452,2950,10123,7333,4865,2474,8401,6363,4647,2106,7273,5600,3950,6542,6383,7241,7464,
管理费用(万元),12433,6080,3056,11292,14495,9373,3024,11936,8320,4646,2652,10820,6431,4463,2199,9358,6492,4019,8255,7939,9791,7875,
财务费用(万元),-1818,-355,1120,-3012,-3537,-1448,2815,2620,1486,754,50,-677,22,-179,30,-271,-174,-65,87,592,749,749,
资产减值损失(万元),,,1351,3273,2090,1788,480,2181,1459,715,80,467,1062,1260,,1045,1455,1513,445,670,964,-126,
公允价值变动收益(万元),-411,-73,,-2,,,,0,,,,44,-22,-76,,-44,-20,6,-9,,,,
投资收益(万元),49,56,,225,470,307,202,1152,776,289,153,313,334,122,23,30,40,19,65,,911,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,100,,,,96,,-22,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,,,
营业利润(万元),33208,23712,7990,42125,37580,28297,10814,32832,24112,18135,7437,17720,17120,13170,5279,17114,15993,14974,16658,12915,6859,2608,
营业外收入(万元),235,177,145,284,299,133,19,947,277,184,19,412,372,268,25,365,170,141,1265,382,444,369,
营业外支出(万元),44,12,1,91,83,2,0,93,79,33,9,36,15,12,11,282,198,162,573,1018,90,58,
非流动资产处置损失(万元),,,,,,,,,,1,,1,,10,,,,81,252,932,34,7,
利润总额(万元),33399,23876,8134,42319,37795,28428,10832,33686,24310,18286,7447,18096,17477,13425,5292,17196,15965,14953,17351,12280,7213,2919,
所得税费用(万元),5731,3806,1292,5585,6087,4385,1793,5095,5266,3482,1326,3482,3664,2891,1013,4189,3755,3483,4098,3092,596,958,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
净利润(万元),27668,20070,6842,36733,31708,24043,9040,28590,19044,14804,6121,14614,13813,10534,4279,13008,12210,11470,13253,9188,6617,1961,
归属于母公司所有者的净利润(万元),27668,20070,6842,36740,31715,24049,9041,28604,19073,14805,6127,14625,13827,10534,4280,13046,12222,11470,13253,9188,6602,2002,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,-7,-7,-6,-1,-13,-29,-1,-6,-11,-14,-0,-0,-38,-11,,,,14,-41,
基本每股收益,1.63,1.18,0.41,2.19,2.33,2,0.75,2.43,1.63,1.29,0.51,1.63,,1.17,0.48,1.45,,1.27,1.47,1.02,0.73,0.22,
稀释每股收益,1.63,1.18,0.41,2.18,2.32,1.43,0.75,2.43,1.63,1.29,0.51,1.63,,1.17,0.48,1.45,,1.27,1.47,1.02,0.73,0.22,
