报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,
营业总收入(万元),61704,39459,17347,81397,59071,38504,17974,79944,78123,75172,72822,
营业收入(万元),61704,39459,17347,81397,59071,38504,17974,79944,78123,75172,72822,
利息收入(万元),,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,
营业总成本(万元),57154,36106,16673,71951,52186,34304,16717,70125,68713,68722,68949,
营业成本(万元),32158,20646,9371,40956,29936,19506,9271,38461,35397,35965,32657,
利息支出(万元),,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,
研发费用(万元),5928,3570,1652,6969,5088,3249,1635,7062,7748,8326,,
退保金(万元),,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,
营业税金及附加(万元),499,325,168,990,658,455,222,935,799,435,543,
销售费用(万元),11957,7151,3241,14172,10441,6648,3266,14775,14855,14212,14248,
管理费用(万元),6509,4291,2051,8076,5874,3772,1845,8301,8465,8486,18673,
财务费用(万元),105,124,140,339,189,178,205,432,311,528,672,
资产减值损失(万元),,,49,447,,497,272,159,1137,771,2156,
公允价值变动收益(万元),,,,,,,,,,,,
投资收益(万元),589,391,37,115,100,79,58,114,45,383,786,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,
营业利润(万元),5978,4188,1063,10899,7386,4807,1560,11512,9468,6844,4660,
营业外收入(万元),541,531,500,332,166,156,0,586,2100,3096,3371,
营业外支出(万元),29,17,9,57,41,12,7,376,169,151,92,
非流动资产处置损失(万元),,,,,,2,,82,23,87,38,
利润总额(万元),6491,4701,1554,11174,7511,4951,1554,11721,11399,9788,7939,
所得税费用(万元),824,899,329,1880,1483,956,422,2468,2450,2021,1974,
未确认投资损失(万元),,,,,,,,,,,,
净利润(万元),5667,3802,1225,9294,6029,3996,1132,9253,8949,7767,5965,
归属于母公司所有者的净利润(万元),4782,3255,1041,8338,5231,3488,1001,8563,8255,7027,5323,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,
少数股东损益(万元),885,548,185,955,797,507,131,690,694,741,642,
基本每股收益,0.32,0.22,0.07,0.72,0.45,0.3,0.09,0.74,0.71,0.61,0.46,
稀释每股收益,0.32,0.22,0.07,0.72,0.45,0.3,0.09,0.74,0.71,0.61,0.46,
