报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),36901,25580,12466,53563,38447,25240,10931,44562,8049,36350,18010,37884,44019,38362,
营业收入(万元),36901,25580,12466,53563,38447,25240,10931,44562,8049,36350,18010,37884,44019,38362,
利息收入(万元),,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,
营业总成本(万元),30698,21253,10871,44571,31607,21111,9710,38786,7130,30894,15096,31977,34752,31233,
营业成本(万元),24305,16972,8538,35798,25709,16903,7552,30654,5534,23624,11476,24792,28133,24263,
利息支出(万元),,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,
研发费用(万元),555,297,120,167,144,93,28,101,,83,,,,,
退保金(万元),,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,
营业税金及附加(万元),489,358,202,712,506,329,139,540,107,478,155,256,291,321,
销售费用(万元),2834,1893,936,4149,2902,1977,894,3247,571,2554,1200,2680,3071,2666,
管理费用(万元),2393,1448,699,3357,2265,1499,703,3204,764,3377,1849,3959,3164,2987,
财务费用(万元),122,285,337,367,82,310,404,980,241,740,450,752,882,1029,
资产减值损失(万元),,,40,20,,,-9,60,-87,37,-34,-464,-787,-33,
公允价值变动收益(万元),,,,,,,,,,,,,,,
投资收益(万元),4,,,,,,,70,7,111,26,62,49,-407,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,
营业利润(万元),6812,4437,1628,9185,6979,4266,1368,5896,926,5682,2941,5970,9316,6723,
营业外收入(万元),32,32,4,404,318,142,10,346,27,541,872,1034,397,1952,
营业外支出(万元),28,26,13,77,51,20,16,136,8,71,32,95,152,304,
非流动资产处置损失(万元),,,,,,,,,,,,2,,,
利润总额(万元),6817,4443,1619,9513,7246,4388,1362,6106,945,6152,3781,6909,9562,8370,
所得税费用(万元),1205,764,313,1700,1302,767,260,1147,178,1086,630,1108,1596,1364,
未确认投资损失(万元),,,,,,,,,,,,,,,
净利润(万元),5612,3680,1307,7812,5944,3621,1102,4959,767,5066,3152,5801,7965,7006,
归属于母公司所有者的净利润(万元),5622,3688,1309,7835,5956,3631,1109,4961,768,5064,3151,5800,7962,6998,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,
少数股东损益(万元),-10,-8,-2,-22,-12,-9,-8,-1,-1,2,1,1,3,8,
基本每股收益,0.45,0.32,0.12,0.71,0.54,0.33,0.1,0.46,0.08,0.51,0.32,0.7,2.34,2.06,
稀释每股收益,0.45,0.32,0.12,0.71,0.54,0.33,0.1,0.46,0.08,0.51,0.32,0.7,2.34,2.06,
