报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),43763,29839,15622,70449,53575,38440,19071,73212,49559,35753,19302,58602,37335,25558,12917,42391,30098,32260,29429,26227,
营业收入(万元),43763,29839,15622,70449,53575,38440,19071,73212,49559,35753,19302,58602,37335,25558,12917,42391,30098,32260,29429,26227,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),37248,24909,13196,58020,41984,29427,14605,54914,36583,25100,12613,41672,27140,18239,8923,32626,24371,27491,25544,23310,
营业成本(万元),28022,19045,9928,42641,32032,22640,11175,41228,27709,19308,9969,31316,20428,13980,7154,24611,18518,20938,19848,17985,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),2303,1536,757,3326,2447,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),388,286,173,675,508,348,168,762,512,354,205,614,329,213,103,323,176,234,209,122,
销售费用(万元),3882,2415,1258,4967,3733,2381,1141,4782,2977,1846,1009,3276,2088,1345,601,2530,1808,2007,1582,1467,
管理费用(万元),2773,1820,909,4122,3108,3838,1859,7410,5290,3678,1602,5439,3626,2372,1146,4068,3396,3191,2660,2471,
财务费用(万元),-121,-193,-78,-103,-116,-130,-51,-52,-38,-22,-18,743,564,397,208,676,644,451,489,810,
资产减值损失(万元),,,247,2392,273,349,314,783,134,-64,-154,284,106,-68,-289,417,-171,671,756,455,
公允价值变动收益(万元),,,,,,,,,,,,,,,,,,,,,
投资收益(万元),213,137,48,710,472,352,50,836,424,107,10,,,,,1,,,,,
对联营企业和合营企业的投资收益(万元),,,,,,,,,,,,,,,,,,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),7229,5150,2733,13988,12684,9728,4594,19797,14242,10759,6700,16929,10195,7320,3994,9767,5727,4769,3886,2917,
营业外收入(万元),46,29,460,447,394,393,2,484,68,542,474,1095,662,321,94,737,588,664,1047,993,
营业外支出(万元),71,4,14,318,61,21,16,121,73,56,33,80,70,52,24,83,36,192,118,103,
非流动资产处置损失(万元),,,,,,,,,,,27,27,26,20,9,25,2,139,68,41,
利润总额(万元),7204,5176,3179,14117,13016,10100,4580,20160,14237,11245,7141,17944,10787,7589,4064,10421,6278,5241,4814,3807,
所得税费用(万元),987,640,394,1875,1633,1197,706,3146,2074,1683,1044,2927,2781,1889,700,1648,963,678,474,435,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),6216,4537,2785,12241,11383,8903,3875,17014,12163,9562,6097,15017,8006,5700,3364,8773,5315,4564,4340,3372,
归属于母公司所有者的净利润(万元),6216,4537,2785,12241,11383,8903,3875,17014,12163,9562,6097,15017,8006,5700,3364,8773,5315,4564,4340,3372,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
基本每股收益,0.23,0.17,0.1,0.45,0.42,0.33,0.14,0.63,0.45,0.35,0.68,2.22,0.39,0.84,0.37,1.3,0.79,0.68,0.67,0.56,
稀释每股收益,0.23,0.17,0.1,0.45,0.42,0.33,0.14,0.63,0.45,0.35,0.68,2.22,0.39,0.84,0.37,1.3,0.79,0.68,0.67,0.56,
