报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
营业总收入(万元),137292,87794,204813,151911,103297,199551,168630,130826,
营业收入(万元),137292,87794,204813,151911,103297,199551,168630,130826,
利息收入(万元),,,,,,,,,
已赚保费(万元),,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,
房地产销售收入(万元),,,,,,,,,
其他业务收入(万元),,,,,,,,,
营业总成本(万元),123809,78479,187458,141012,95398,186400,156595,121063,
营业成本(万元),104618,69894,159080,120614,82319,155359,126072,92890,
利息支出(万元),,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,
房地产销售成本(万元),,,,,,,,,
研发费用(万元),6346,3679,8640,6151,3131,8230,8067,7444,
退保金(万元),,,,,,,,,
赔付支出净额(万元),,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,
保单红利支出(万元),,,,,,,,,
分保费用(万元),,,,,,,,,
其他业务成本(万元),,,,,,,,,
营业税金及附加(万元),924,579,1267,891,560,1110,1153,974,
销售费用(万元),6467,1271,11043,7837,5655,13028,13408,8834,
管理费用(万元),5030,2951,6567,5040,3203,6439,5580,8786,
财务费用(万元),424,104,861,480,529,866,1423,1813,
资产减值损失(万元),,,,,,1368,891,321,
公允价值变动收益(万元),,,,,-21,,,,
投资收益(万元),88,78,89,66,40,62,712,380,
对联营企业和合营企业的投资收益(万元),,,,,,,,,
汇兑收益(万元),,,,,,,,,
期货损益(万元),,,,,,,,,
托管收益(万元),,,,,,,,,
补贴收入(万元),,,,,,,,,
其他业务利润(万元),,,,,,,,,
营业利润(万元),17942,10528,19226,12783,8561,15605,13957,10194,
营业外收入(万元),18,5,82,30,1,86,93,903,
营业外支出(万元),94,94,14,5,12,17,454,456,
非流动资产处置损失(万元),,,,,,,,,
利润总额(万元),17866,10439,19293,12808,8549,15674,13595,10641,
所得税费用(万元),3209,1411,2159,2095,1371,1675,1832,1884,
未确认投资损失(万元),,,,,,,,,
净利润(万元),14657,9028,17134,10713,7178,13999,11763,8757,
归属于母公司所有者的净利润(万元),14709,9078,17371,10810,7309,14037,11943,8793,
被合并方在合并前实现净利润(万元),,,,,,,,,
少数股东损益(万元),-52,-50,-237,-97,-130,-38,-179,-36,
基本每股收益,0.4,0.24,0.47,0.29,0.2,0.38,0.33,,
稀释每股收益,0.4,0.24,0.47,0.29,0.2,0.38,0.33,,
