报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),56861,34717,16661,64968,46903,29572,13864,55003,38922,25038,11556,44281,30172,18901,8763,29091,13622,24510,17980,12584,
营业收入(万元),56861,34717,16661,64968,46903,29572,13864,55003,38922,25038,11556,44281,30172,18901,8763,29091,13622,24510,17980,12584,
利息收入(万元),,,,,,,,,,,,,,,,,,,,,
已赚保费(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金收入(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务收入(万元),,,,,,,,,,,,,,,,,,,,,
营业总成本(万元),55006,33890,16249,60442,42826,27567,12913,49301,34768,22502,10405,39072,26744,17098,8005,27345,12875,23686,17094,12971,
营业成本(万元),39957,24240,11349,45740,33097,21076,9614,37593,26370,17118,7801,30182,20303,12862,5652,19857,8979,16710,11704,7961,
利息支出(万元),,,,,,,,,,,,,,,,,,,,,
手续费及佣金支出(万元),,,,,,,,,,,,,,,,,,,,,
房地产销售成本(万元),,,,,,,,,,,,,,,,,,,,,
研发费用(万元),4484,2956,1430,4658,3209,,,,,,,,,,,,,,,,
退保金(万元),,,,,,,,,,,,,,,,,,,,,
赔付支出净额(万元),,,,,,,,,,,,,,,,,,,,,
提取保险合同准备金净额(万元),,,,,,,,,,,,,,,,,,,,,
保单红利支出(万元),,,,,,,,,,,,,,,,,,,,,
分保费用(万元),,,,,,,,,,,,,,,,,,,,,
其他业务成本(万元),,,,,,,,,,,,,,,,,,,,,
营业税金及附加(万元),368,208,151,304,190,126,60,359,297,234,153,527,380,214,126,234,86,88,118,16,
销售费用(万元),3704,2334,1130,4391,2998,1929,944,3324,2238,1401,716,2522,1694,1011,447,1815,847,1548,1156,884,
管理费用(万元),5434,3114,1204,4171,2867,3807,1661,6448,4581,2846,1225,5095,3780,2441,1293,4836,2439,4166,2910,2751,
财务费用(万元),1059,1038,881,500,58,291,558,1187,996,735,364,215,223,241,283,331,288,914,989,948,
资产减值损失(万元),,,104,679,407,339,76,389,286,167,145,531,365,329,204,272,236,260,216,411,
公允价值变动收益(万元),,,,,,-60,,,,,,,,,,,,,,,
投资收益(万元),-113,26,15,-274,-125,-0,6,-158,-33,-5,-25,-36,-10,-26,-77,213,311,7,,,
对联营企业和合营企业的投资收益(万元),-113,26,15,-164,-15,-0,6,-158,-33,-5,-25,-36,-10,-26,-77,-98,306,,,,
汇兑收益(万元),,,,,,,,,,,,,,,,,,,,,
期货损益(万元),,,,,,,,,,,,,,,,,,,,,
托管收益(万元),,,,,,,,,,,,,,,,,,,,,
补贴收入(万元),,,,,,,,,,,,,,,,,,,,,
其他业务利润(万元),,,,,,,,,,,,,,,,,,,,,
营业利润(万元),3330,1026,1023,5495,4798,2696,1380,7126,4338,2532,1126,5172,3418,1778,681,1959,1058,831,886,-387,
营业外收入(万元),154,154,,735,190,105,101,164,259,221,82,1400,866,162,71,758,442,1363,1347,1256,
营业外支出(万元),21,10,0,131,65,60,,164,64,5,0,146,43,35,10,38,15,164,102,14,
非流动资产处置损失(万元),,,,,,,,,0,0,0,0,,,,0,,1,,0,
利润总额(万元),3463,1170,1023,6099,4922,2741,1481,7126,4533,2748,1209,6426,4241,1905,742,2679,1486,2030,2131,855,
所得税费用(万元),192,-163,-16,274,436,300,177,766,680,723,267,977,727,372,165,356,183,277,324,126,
未确认投资损失(万元),,,,,,,,,,,,,,,,,,,,,
净利润(万元),3271,1334,1040,5825,4486,2441,1303,6359,3853,2025,942,5449,3513,1532,578,2323,1302,1753,1807,730,
归属于母公司所有者的净利润(万元),3253,1379,1075,5881,4519,2459,1311,6403,3862,2058,959,5494,3538,1533,590,2384,1353,1909,1856,753,
被合并方在合并前实现净利润(万元),,,,,,,,,,,,,,,,,,,,,
少数股东损益(万元),18,-45,-35,-56,-33,-19,-8,-44,-9,-33,-17,-45,-25,-1,-12,-61,-51,-156,-49,-24,
基本每股收益,0.15,0.06,0.05,0.27,0.21,0.11,0.06,0.33,0.21,0.11,0.06,0.33,0.22,0.09,0.04,0.15,0.08,0.12,,,
稀释每股收益,0.15,0.06,0.05,0.27,0.21,0.11,0.06,0.33,0.21,0.11,0.06,0.33,0.22,0.09,0.04,0.15,0.08,0.12,,,
